GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000132881    1   16558182   16563659     20       9  51453     -0.81859      0.79349
ENSG00000037637    1   16573339   16678965    330      23  51453      -1.1439      0.87368
ENSG00000055070    1   16693525   16724643     89      17  51453     -0.94874      0.82862
ENSG00000187144    1   16722101   16763919    175      39  51453       0.8491      0.19791
ENSG00000157191    1   16767167   16786585     68      22  51453     -0.98036      0.83655
ENSG00000268674    1   16865561   16866198      2       1  51453     0.044987      0.48206
ENSG00000219481    1   16888922   16940100      1       1  51453     -0.95253      0.82959
ENSG00000058453    1   17248445   17299474    152      29  51453       0.7974      0.21261
ENSG00000117122    1   17300997   17308081     24       7  51453       1.9942     0.023068
ENSG00000159363    1   17312453   17338467     74      18  51453       1.2629      0.10332
ENSG00000117118    1   17345217   17380665    140      17  51453       1.2702        0.102
ENSG00000117115    1   17393256   17445948    334      26  51453       -1.014      0.84472
ENSG00000142623    1   17531621   17572501    220      64  51453       0.8487      0.19802
ENSG00000142619    1   17575593   17610728    227      40  51453     -0.76086      0.77663
ENSG00000159339    1   17634690   17690495    366      32  51453      0.70532       0.2403
ENSG00000179051    1   17733251   17766250    131      30  51453      -1.0706      0.85782
ENSG00000074964    1   17846693   18024370    635      85  51453     0.088472      0.46475
ENSG00000117148    1   18081808   18153558    289      34  51453       -1.532      0.93724
ENSG00000117154    1   18434240   18704977   1266     153  51453     -0.24682      0.59748
ENSG00000179023    1   18807424   18812540     33       9  51453      -1.6694      0.95248
ENSG00000009709    1   18957500   19075360    499      90  51453      -1.7681      0.96148
ENSG00000179002    1   19166093   19186155    143      28  51453      0.53077      0.29779
ENSG00000159423    1   19197924   19229293    205      38  51453       1.2678      0.10244
ENSG00000169991    1   19230774   19282826    282      48  51453      0.96227      0.16796
ENSG00000127481    1   19401000   19536812    418      36  51453     -0.17597      0.56984
ENSG00000127463    1   19542158   19578053    149      23  51453    -0.034193      0.51364
ENSG00000053372    1   19578075   19586622     62      11  51453      0.95325      0.17023
ENSG00000162482    1   19609057   19615280     34       8  51453      0.68525      0.24659
ENSG00000053371    1   19629202   19638640     42      19  51453     -0.22604      0.58941
ENSG00000040487    1   19638740   19658925    126      21  51453      0.56979      0.28441
ENSG00000077549    1   19665267   19812066    741      39  51453      0.18455      0.42679
ENSG00000173436    1   19923471   19956315    100      21  51453      0.21569      0.41462
ENSG00000158747    1   19969723   19984949     79      26  51453       1.0067      0.15703
ENSG00000158748    1   19991780   20006055     65      16  51453       1.6243     0.052154
ENSG00000162542    1   20008706   20126424    483      69  51453       1.0335      0.15069
ENSG00000178828    1   20140522   20141771      8       5  51453      0.58906      0.27791
ENSG00000169914    1   20208356   20239438    103      22  51453     -0.22541      0.58917
ENSG00000188784    1   20246800   20250110     22       8  51453     -0.97911      0.83624
ENSG00000188257    1   20301924   20306932     23      12  51453       1.5918     0.055715
ENSG00000127472    1   20386157   20418394    145      27  51453      0.85171      0.19719
ENSG00000117215    1   20439143   20446059     31      14  51453      0.60055      0.27407
ENSG00000158786    1   20465823   20476879     32      17  51453      -1.0127       0.8444
ENSG00000187980    1   20490484   20501687     51      13  51453      -1.9909      0.97675
ENSG00000162543    1   20512578   20522540     24      14  51453     -0.52122      0.69889
ENSG00000158816    1   20617412   20681662    345      42  51453      0.10217      0.45931
ENSG00000162545    1   20808884   20812728      8       5  51453        1.201      0.11489
ENSG00000090432    1   20825941   20834674     37      14  51453      -0.2423      0.59573
ENSG00000183114    1   20878932   20881513      8       4  51453    -0.066618      0.52656
ENSG00000158825    1   20915444   20945401    157      27  51453       -1.505      0.93384
ENSG00000158828    1   20959948   20978004     88      14  51453     -0.54823      0.70823
ENSG00000244038    1   20978260   20988037     43      11  51453     -0.24279      0.59592
ENSG00000117245    1   20990475   21044317    265      60  51453     -0.57038      0.71579
ENSG00000189410    1   21046225   21059133     53      17  51453     0.073883      0.47055
ENSG00000127483    1   21069170   21113808    129      24  51453      0.84189      0.19993
ENSG00000075151    1   21132785   21503381   1099      40  51453       0.6344      0.26291
ENSG00000117298    1   21543740   21672034    485      59  51453       1.2974      0.09725
ENSG00000142794    1   21766583   21811393    234      24  51453      -2.3888      0.99155
ENSG00000162551    1   21835475   21904905    384      40  51453     -0.33543      0.63135
ENSG00000076864    1   21922708   21996010    351      53  51453      -1.1448      0.87386
ENSG00000090686    1   22004791   22109688    465      47  51453       -1.365      0.91388
ENSG00000187942    1   22138758   22151714     63      30  51453     -0.14168      0.55633
ENSG00000142798    1   22148737   22263750    532      56  51453       1.2783      0.10056
ENSG00000219073    1   22303418   22315847    214      24  51453    -0.060486      0.52412
ENSG00000142789    1   22328149   22339035     39      10  51453      0.40405      0.34309
ENSG00000070831    1   22379120   22419439    159      31  51453       2.4101     0.007973
ENSG00000162552    1   22443798   22470474    132      31  51453       0.7168      0.23675
ENSG00000184677    1   22778344   22857650    236      39  51453      0.20053      0.42053
ENSG00000070886    1   22890004   22930087    218      38  51453     0.061296      0.47556
ENSG00000173372    1   22963118   22966175      7       4  51453     -0.25848      0.60198
ENSG00000159189    1   22969969   22974603     25       5  51453     -0.76784      0.77871
ENSG00000173369    1   22979682   22988130     39      12  51453      -1.3821      0.91652
ENSG00000133216    1   23037263   23241823    690      95  51453      -1.1302      0.87081
ENSG00000215906    1   23279536   23299524     72      21  51453      -1.8963      0.97104
ENSG00000227868    1   23337327   23342343     13       5  51453      -1.8263       0.9661
ENSG00000004487    1   23345937   23410184    119      22  51453      -1.3595        0.913
ENSG00000169641    1   23410516   23504301    248      39  51453     -0.35854      0.64003
ENSG00000179546    1   23518388   23521222      9       5  51453     -0.66054      0.74555
ENSG00000125944    1   23635953   23671143     79      25  51453        1.765     0.038781
ENSG00000125945    1   23685941   23696357     37       9  51453       1.3396     0.090195
ENSG00000204219    1   23707555   23751269    158      29  51453      0.24477      0.40332
ENSG00000088280    1   23755056   23810750    185      31  51453     0.068993       0.4725
ENSG00000007968    1   23832920   23857712     72      14  51453      0.17549      0.43035
ENSG00000117318    1   23884421   23886285     15       8  51453      -1.2512      0.89457
ENSG00000142676    1   24018269   24022915     13       4  51453       1.6051     0.054238
ENSG00000011007    1   24069856   24088549     32      16  51453    -0.090058      0.53588
ENSG00000057757    1   24104876   24114722     15       9  51453      0.27505      0.39164
ENSG00000011009    1   24117275   24122029      8       5  51453     -0.44988       0.6736
ENSG00000117308    1   24122089   24127294      4       2  51453     0.063987      0.47449
ENSG00000117305    1   24128367   24165110     71      11  51453       1.5349     0.062403
ENSG00000179163    1   24171567   24194859     71      12  51453       1.2918      0.09821
ENSG00000188822    1   24197005   24285549    285      17  51453       1.0284      0.15188
ENSG00000189266    1   24286301   24289952      2       1  51453       1.7931      0.03648
ENSG00000188529    1   24292935   24306953      9       4  51453       2.3878    0.0084753
ENSG00000142661    1   24382531   24438665    251      34  51453     -0.43363      0.66772
ENSG00000142677    1   24446261   24469783     92      23  51453      0.95025      0.17099
ENSG00000185436    1   24480647   24513765    163      27  51453     -0.81779      0.79326
ENSG00000158055    1   24645812   24690972    154      40  51453     -0.75605      0.77519
ENSG00000001460    1   24683489   24741587    214      30  51453       1.6663      0.04783
ENSG00000001461    1   24742245   24799473    250      34  51453      0.90251      0.18339
ENSG00000117602    1   24828841   24863510    136      23  51453      0.42602      0.33505
ENSG00000184454    1   24882567   24935819    294      36  51453       2.6187    0.0044128
ENSG00000133226    1   24969594   24999772     63      25  51453       0.5523      0.29037
ENSG00000169504    1   25071760   25170815    202      40  51453       2.3046     0.010595
ENSG00000020633    1   25226002   25291648    209      50  51453       1.7733     0.038093
ENSG00000117614    1   25548767   25559013     20      13  51453      0.36273       0.3584
ENSG00000187010    1   25598884   25656936     70      17  51453      0.88268      0.18871
ENSG00000183726    1   25664789   25688852     69      17  51453     -0.99251      0.83952
ENSG00000188672    1   25687853   25747363    160      16  51453     -0.87106      0.80814
ENSG00000204178    1   25757388   25826700    165      15  51453     -0.44638      0.67234
ENSG00000157978    1   25870071   25895377     92      16  51453     -0.28479       0.6121
ENSG00000117643    1   25943959   26111258    470      46  51453      -0.6781      0.75115
ENSG00000162430    1   26126667   26144713     62       9  51453      -1.6823      0.95374
ENSG00000117640    1   26146397   26159433     42       6  51453      -2.5919      0.99523
ENSG00000127423    1   26158414   26185939     90       7  51453      -1.0726      0.85829
ENSG00000182749    1   26187975   26202461     24      11  51453     -0.74217      0.77101
ENSG00000117632    1   26210670   26233368     43      12  51453      0.11137      0.45566
ENSG00000158006    1   26286258   26326366    133      16  51453     -0.98797      0.83842
ENSG00000158008    1   26348266   26362955     35      15  51453      -1.0495      0.85304
ENSG00000158014    1   26364513   26373439     26       7  51453     -0.86301      0.80593
ENSG00000158022    1   26377792   26394142     63      13  51453      -1.4416      0.92529
ENSG00000175087    1   26437656   26452039     39       4  51453      -1.6877      0.95427
ENSG00000197245    1   26485511   26489119     15       8  51453      -1.7613      0.96091
ENSG00000142684    1   26496388   26497364      6       3  51453      -1.4107      0.92084
ENSG00000142675    1   26503981   26516375     44      17  51453      0.32156      0.37389
ENSG00000188782    1   26517119   26529033     77      14  51453     -0.23747      0.59385
ENSG00000130695    1   26560644   26605529    179      20  51453        0.622      0.26697
ENSG00000142669    1   26606213   26608013      5       2  51453     -0.33983      0.63301
ENSG00000158062    1   26608773   26644756    173      20  51453      0.99581      0.15967
ENSG00000169442    1   26644411   26647014     16       5  51453       1.3082       0.0954
ENSG00000176092    1   26648350   26680621    132      23  51453      0.49846      0.30908
ENSG00000176083    1   26688125   26701023     70      16  51453        1.276      0.10098
ENSG00000131914    1   26737269   26756219     54      19  51453      0.35046        0.363
ENSG00000117682    1   26758773   26797797     95      30  51453      -0.8248      0.79526
ENSG00000198830    1   26798902   26803133     14       8  51453      -2.3445      0.99047
ENSG00000117676    1   26856249   26901520    146      27  51453       0.5301      0.29802
ENSG00000117713    1   27022522   27108601    195      24  51453      -1.0389      0.85057
ENSG00000060642    1   27113739   27124894     26      11  51453     -0.96392      0.83246
ENSG00000204160    1   27153201   27184092     76      19  51453     0.022108      0.49118
ENSG00000175793    1   27189633   27190947      2       1  51453     -0.20068      0.57952
ENSG00000142751    1   27205872   27216869     27      10  51453     -0.50639      0.69371
ENSG00000198746    1   27216979   27226962     21      11  51453     -0.59275      0.72333
ENSG00000131910    1   27237975   27240567      8       5  51453     -0.98325      0.83726
ENSG00000090273    1   27248187   27273362     51      16  51453      -1.1341      0.87162
ENSG00000253368    1   27320189   27327377     12       6  51453      0.85542      0.19616
ENSG00000158246    1   27331511   27339333     18       8  51453      -1.0534      0.85393
ENSG00000090020    1   27425300   27481621    104      20  51453      -1.1973       0.8844
ENSG00000142784    1   27561007   27635124    171      28  51453      0.83241      0.20259
ENSG00000186501    1   27648636   27662891     54      19  51453      0.68078      0.24801
ENSG00000142765    1   27668483   27680423     38      14  51453        1.269      0.10222
ENSG00000142733    1   27681670   27693558     35      12  51453      0.36432      0.35781
ENSG00000142748    1   27695601   27701315     17      11  51453      -1.2691      0.89779
ENSG00000174950    1   27705596   27709823      4       2  51453      -1.1075      0.86596
ENSG00000181773    1   27719148   27722318      7       5  51453     -0.08035      0.53202
ENSG00000158195    1   27730734   27816678    212      25  51453     -0.28555      0.61239
ENSG00000126705    1   27860756   27930463    131      32  51453     -0.16876      0.56701
ENSG00000000938    1   27938800   27961727     57      13  51453     -0.36022      0.64066
ENSG00000126709    1   27992572   27998724     17       4  51453    -0.044256      0.51765
ENSG00000009780    1   28052490   28089426    109      12  51453    -0.034961      0.51394
ENSG00000117758    1   28099694   28150963     98      15  51453      -0.1907      0.57562
ENSG00000117751    1   28157252   28178183     57      19  51453      0.64836      0.25838
ENSG00000130775    1   28199055   28213196     65      14  51453      0.66195        0.254
ENSG00000117748    1   28218035   28241255     89      13  51453      0.77363      0.21957
ENSG00000130768    1   28261456   28285663    108      21  51453      -2.5873      0.99516
ENSG00000158156    1   28286504   28294604     29      13  51453    -0.023345      0.50931
ENSG00000158161    1   28296855   28415173    462      41  51453      -1.2465      0.89371
ENSG00000169403    1   28473677   28520447    118      41  51453      -1.3393      0.90976
ENSG00000126698    1   28526789   28559542    131      22  51453     -0.68327      0.75278
ENSG00000130770    1   28562602   28564616      9       4  51453     -0.31728      0.62449
ENSG00000130766    1   28585963   28609002     93      27  51453     -0.78223      0.78296
ENSG00000130772    1   28655513   28662478     17      11  51453    -0.099925       0.5398
ENSG00000204138    1   28696093   28826881    543      19  51453    -0.080954      0.53226
ENSG00000180198    1   28832455   28865708    123      24  51453     -0.69248      0.75568
ENSG00000180098    1   28879529   28905057     71      19  51453      -1.9329      0.97337
ENSG00000188060    1   28918712   28921098      9       5  51453      0.61864      0.26808
ENSG00000120656    1   28929608   28975416    112      32  51453      -1.1449      0.87387
ENSG00000162419    1   28995234   29042115    122      23  51453      -1.6916      0.95464
ENSG00000198492    1   29063133   29096287    104      25  51453      -1.4409      0.92519
ENSG00000116329    1   29138654   29190208    231      34  51453      -1.4663      0.92871
ENSG00000159023    1   29213603   29446558    671      44  51453     -0.64714      0.74123
ENSG00000253304    1   29445937   29450421     15       6  51453     -0.30083      0.61823
ENSG00000116350    1   29474250   29508637     97      26  51453     -0.78008      0.78233
ENSG00000116353    1   29519385   29557460    131      27  51453      -1.3397      0.90983
ENSG00000060656    1   29563028   29653325    332      55  51453     -0.35007      0.63686
ENSG00000162510    1   31184124   31196432     43       6  51453      -1.1407      0.87301
ENSG00000162511    1   31205315   31230683     74      24  51453      -1.8895      0.97058
ENSG00000162512    1   31342313   31381480    142      47  51453      0.16968      0.43263
ENSG00000134644    1   31404353   31538838    476      40  51453     -0.72035      0.76434
ENSG00000084628    1   31652592   31712734    310      19  51453       1.7651     0.038774
