GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
ENSG00000189339    1    1591486    1624243     89      15  349856        1.117        0.132
ENSG00000008128    1    1633822    1655999    109       7  349856      0.81026      0.20889
ENSG00000215790    1    1656277    1677438     79      10  349856      0.55232      0.29036
ENSG00000008130    1    1682671    1711508    104      19  349856        2.754    0.0029439
ENSG00000078369    1    1716725    1822552    242      39  349856       2.3851     0.008538
ENSG00000169885    1    1846266    1848733     14       5  349856       2.8696    0.0020548
ENSG00000178821    1    1849029    1850740      9       4  349856       2.1928     0.014162
ENSG00000187730    1    1950768    1962192     43      12  349856       -1.039       0.8506
ENSG00000067606    1    1981909    2116834    664      60  349856       2.6646    0.0038544
ENSG00000162585    1    2115899    2144159     87      25  349856       2.8142    0.0024447
ENSG00000157933    1    2160134    2241652    373      74  349856       2.8043    0.0025215
ENSG00000116151    1    2251719    2323190    445      60  349856      0.73693      0.23058
ENSG00000157916    1    2323214    2336883     53      19  349856      0.83644      0.20145
ENSG00000157911    1    2336241    2344010     41      18  349856      0.97199      0.16553
ENSG00000149527    1    2407754    2436964    144      34  349856      0.38006      0.35195
ENSG00000157881    1    2439975    2458061     98      24  349856      0.52185      0.30089
ENSG00000197921    1    2460184    2461684      6       4  349856      0.27829       0.3904
ENSG00000157873    1    2487291    2495268     32      11  349856      0.52463      0.29992
ENSG00000157870    1    2517899    2522908     24      13  349856     -0.32235      0.62641
ENSG00000142606    1    2522078    2564499    234      20  349856       1.2775      0.10072
ENSG00000215912    1    2572807    2706230    431      31  349856    -0.089981      0.53585
ENSG00000169717    1    2938046    2939467      7       4  349856       3.2424   0.00059263
ENSG00000142611    1    2985565    3355185   1987     205  349856       4.3485   6.8548e-06
ENSG00000130762    1    3371147    3397677    127      20  349856     -0.21088      0.58351
ENSG00000162591    1    3404506    3528059    669     101  349856      0.71597      0.23701
ENSG00000158109    1    3541556    3546695     15       6  349856       1.0506      0.14672
ENSG00000116213    1    3547331    3566671     68      21  349856       1.4069     0.079723
ENSG00000078900    1    3569129    3652765    384      71  349856     0.091453      0.46357
ENSG00000162592    1    3668965    3688209     84      20  349856     -0.01131      0.50451
ENSG00000235169    1    3689352    3692546     13       5  349856     0.068292      0.47278
ENSG00000130764    1    3696784    3713068     97      20  349856       0.3092      0.37858
ENSG00000116198    1    3728645    3773797    335      20  349856    -0.010275       0.5041
ENSG00000169598    1    3773845    3801993    194      28  349856      0.86917      0.19238
ENSG00000198912    1    3805697    3816857     57      13  349856      -1.0744      0.85868
ENSG00000196581    1    4715105    4843851    846     107  349856       0.4185      0.33779
ENSG00000131697    1    5922870    6052618    597      36  349856       2.4006    0.0081836
ENSG00000069424    1    6052358    6161253    467      72  349856       1.5145     0.064949
ENSG00000116254    1    6161847    6240194    390      51  349856      0.35758      0.36033
ENSG00000116251    1    6245080    6259679     44      10  349856       1.5555     0.059908
ENSG00000158286    1    6266189    6281359     60      12  349856     -0.41673      0.66156
ENSG00000116237    1    6281253    6296044     53      12  349856    -0.011292       0.5045
ENSG00000173673    1    6304252    6305638      6       3  349856      -1.5694      0.94172
ENSG00000158292    1    6307406    6321035     50       6  349856      -2.0291      0.97878
ENSG00000097021    1    6324332    6453826    613      33  349856      -1.0293      0.84832
ENSG00000069812    1    6475292    6484724     35       8  349856      -0.6074      0.72821
ENSG00000187017    1    6484836    6521004    143      20  349856     -0.47272      0.68179
ENSG00000215788    1    6520787    6527432     34      13  349856   0.00021786      0.49991
ENSG00000171680    1    6526152    6580121    230      47  349856     -0.14228      0.55657
ENSG00000162408    1    6581407    6614658    166      10  349856       1.4426      0.07457
ENSG00000173662    1    6614987    6639817     97      21  349856       1.4979     0.067083
ENSG00000204859    1    6640051    6649340     20      11  349856     -0.24426      0.59648
ENSG00000162413    1    6650784    6662958     56      22  349856      0.92121      0.17847
ENSG00000116273    1    6673756    6684093     30       8  349856       1.0133      0.15547
ENSG00000041988    1    6684925    6695646     47      13  349856       1.0485      0.14722
ENSG00000007923    1    6694228    6761966    237      39  349856      0.76862      0.22106
ENSG00000171735    1    6845384    7829766   3850     277  349856       -1.027      0.84778
ENSG00000049245    1    7831329    7841492     44      13  349856     -0.96284      0.83218
ENSG00000049246    1    7844413    7905241    302      33  349856     -0.54961      0.70871
ENSG00000049247    1    7907672    7913551     28      11  349856      -1.1217        0.869
ENSG00000049249    1    7975931    8003225     83      15  349856      -1.0165      0.84529
ENSG00000116288    1    8021714    8045342     81      18  349856     -0.91201      0.81912
ENSG00000116285    1    8071779    8086393     34      10  349856     -0.85894      0.80481
ENSG00000162426    1    8378171    8404227    109      20  349856      0.50012       0.3085
ENSG00000142599    1    8412464    8877699   1131      49  349856       1.3716     0.085089
ENSG00000074800    1    8921059    8939151     45      13  349856       1.8345      0.03329
ENSG00000131686    1    9005893    9035151    164      37  349856        1.522      0.06401
ENSG00000197241    1    9063359    9086404    100      29  349856       2.0979     0.017958
ENSG00000142583    1    9097005    9131763    162      25  349856       2.4712    0.0067326
ENSG00000180758    1    9163472    9189229     98      21  349856       3.1922   0.00070605
ENSG00000049239    1    9294822    9331396    157      36  349856       3.8438   6.0568e-05
ENSG00000171621    1    9335202    9429591    597      96  349856      -1.1674      0.87848
ENSG00000171612    1    9599528    9642831    104      23  349856       3.2796   0.00051985
ENSG00000188807    1    9648932    9674935     72      20  349856       2.4714    0.0067299
ENSG00000171608    1    9711789    9789172    264      48  349856       7.2074   2.8523e-13
ENSG00000171603    1    9789079    9884550    272      38  349856       4.4806   3.7218e-06
ENSG00000178585    1    9908334    9970316    192      44  349856       3.0162    0.0012798
ENSG00000162441    1    9982168   10003460     74      19  349856       5.0412   2.3135e-07
ENSG00000173614    1   10003486   10045556    131      27  349856       5.3984    3.362e-08
ENSG00000162444    1   10057255   10076078     61      11  349856       5.0754   1.9332e-07
ENSG00000130939    1   10093041   10241297    520      33  349856       4.6545   1.6236e-06
ENSG00000054523    1   10270606   10441664    721      29  349856       5.8801   2.0503e-09
ENSG00000142657    1   10458884   10480565     71      14  349856       4.2827   9.2328e-06
ENSG00000175279    1   10489944   10510239     83      14  349856       3.5381   0.00020148
ENSG00000241563    1   10509776   10512060      5       2  349856       4.4918   3.5308e-06
ENSG00000160049    1   10520588   10532613     44      17  349856       4.4045   5.3008e-06
ENSG00000142655    1   10535003   10690815    550      49  349856        5.186    1.074e-07
ENSG00000130940    1   10696661   10856733    570      97  349856       6.2536   2.0057e-10
ENSG00000175262    1   11006530   11042094    143      21  349856      0.75003      0.22662
ENSG00000120948    1   11072462   11085549     33       7  349856     -0.31449      0.62343
ENSG00000009724    1   11086580   11107296     84      15  349856      -1.9853      0.97644
ENSG00000116649    1   11114649   11120091     12       5  349856      0.73567      0.23097
ENSG00000171824    1   11126675   11159961    123      10  349856       0.5714      0.28387
ENSG00000198793    1   11166588   11322614    442      18  349856      0.88055      0.18928
ENSG00000171819    1   11249346   11256038     20       5  349856      0.20156      0.42013
ENSG00000120942    1   11333255   11348491     30       6  349856       0.1029      0.45902
ENSG00000204624    1   11539295   11597640    206      27  349856      -1.5314      0.93716
ENSG00000116661    1   11707924   11714888     25      14  349856     -0.69922      0.75779
ENSG00000132879    1   11714432   11723384     31      11  349856      -0.4982      0.69083
ENSG00000116663    1   11724150   11734411     50      14  349856      -1.1374       0.8723
ENSG00000116670    1   11734537   11751678     77      17  349856      -1.9217      0.97268
ENSG00000162490    1   11751781   11780336    109      21  349856      -1.5014      0.93338
ENSG00000177674    1   11796142   11810828     49      11  349856       1.8328     0.033417
ENSG00000215910    1   11823827   11849642    168      13  349856      0.69198      0.24447
ENSG00000177000    1   11845787   11866160     89      13  349856      0.58002      0.28095
ENSG00000011021    1   11866153   11903201    224      19  349856      0.81299      0.20811
ENSG00000175206    1   11905766   11907840     19       5  349856      0.59284      0.27664
ENSG00000120937    1   11917521   11918992      4       2  349856       1.6538     0.049084
ENSG00000116685    1   11979645   11986485     31      11  349856       1.0537      0.14601
ENSG00000083444    1   11994724   12035599    159      21  349856     -0.35617      0.63914
ENSG00000116688    1   12040238   12073572    115      15  349856      -1.4536      0.92698
ENSG00000116691    1   12079299   12092106     31       9  349856       1.1984      0.11537
ENSG00000120949    1   12123434   12204264    250      51  349856      0.32093      0.37413
ENSG00000028137    1   12227044   12269279    164      24  349856      0.38042      0.35182
ENSG00000048707    1   12290101   12572099    796      35  349856     0.035614       0.4858
ENSG00000162496    1   12627939   12677820    209      44  349856       1.0716      0.14196
ENSG00000204518    1   12704566   12727097     78      11  349856     0.096558      0.46154
ENSG00000188984    1   12776118   12788726     51       9  349856       2.1128     0.017311
ENSG00000157330    1   12806163   12821102     45      10  349856       1.7314      0.04169
ENSG00000116726    1   12834984   12838049     10       3  349856      0.33466      0.36894
ENSG00000116721    1   12851546   12856777     17       9  349856     -0.86583      0.80671
ENSG00000204513    1   12884468   12891264      2       1  349856      -1.9505      0.97444
ENSG00000179172    1   12907261   12908578      7       3  349856      -1.2354      0.89166
ENSG00000120952    1   12916941   12921764     32       7  349856     -0.89798       0.8154
ENSG00000243073    1   12939033   12946025      6       1  349856     -0.83905      0.79928
ENSG00000187545    1   12952727   12958094      2       1  349856       1.0608      0.14439
ENSG00000204488    1   13495254   13498260      1       1  349856      -1.4445       0.9257
ENSG00000162494    1   13801445   13840242    185      41  349856       1.0804      0.13999
ENSG00000162493    1   13910252   13944452    155      39  349856       1.0699      0.14234
ENSG00000116731    1   14026714   14151574    511      43  349856      0.50348      0.30731
ENSG00000189337    1   14219646   15444544   6070     428  349856        2.647    0.0040609
ENSG00000171729    1   15479028   15546974    414      31  349856     -0.11245      0.54477
ENSG00000204464    1   15490692   15498120     35      10  349856      -1.4155      0.92154
ENSG00000142621    1   15573730   15724767    634      80  349856      -0.6665      0.74745
ENSG00000142634    1   15736391   15756839     91      31  349856       1.3685     0.085584
ENSG00000162438    1   15764938   15773153     32      14  349856       2.4873    0.0064362
ENSG00000142615    1   15783223   15798586     78      15  349856       1.4199     0.077813
ENSG00000215704    1   15802596   15817895     67      16  349856      0.90345      0.18314
ENSG00000132906    1   15817896   15851407    167      16  349856       1.2421       0.1071
ENSG00000116138    1   15853343   15898228    159      21  349856      0.57362      0.28311
ENSG00000116771    1   15898194   15911605     81      12  349856      0.73261       0.2319
ENSG00000197312    1   15943953   15995539    173      16  349856      -1.0515      0.85348
ENSG00000215695    1   15986364   15988217      8       5  349856     -0.24656      0.59738
ENSG00000116786    1   16010632   16061264    220      27  349856     0.015059      0.49399
ENSG00000162461    1   16062721   16067884     12       7  349856       1.1935      0.11634
ENSG00000162460    1   16068987   16074292     32      10  349856      0.42898      0.33397
ENSG00000162458    1   16083107   16113089    128      26  349856      -0.4283      0.66578
ENSG00000065526    1   16174359   16266951    283      35  349856       2.5382    0.0055713
ENSG00000116809    1   16268364   16302627     96      30  349856       2.9224    0.0017368
ENSG00000183888    1   16330731   16333184     19       8  349856       2.3023      0.01066
ENSG00000173641    1   16340523   16346084     49       6  349856        2.014     0.022003
ENSG00000186510    1   16348486   16360548     97      19  349856       2.1208     0.016967
ENSG00000184908    1   16370231   16383821    160      21  349856       1.9593     0.025041
ENSG00000185519    1   16384264   16400127    110      18  349856      0.39467      0.34655
ENSG00000142627    1   16450832   16482582     94      30  349856     -0.32794      0.62852
ENSG00000142632    1   16524599   16539104     76      12  349856      0.54905      0.29149
ENSG00000132881    1   16558182   16563659     20       9  349856      0.44574      0.32789
ENSG00000037637    1   16573339   16678965    330      23  349856      0.25025       0.4012
ENSG00000055070    1   16693525   16724643     89      17  349856      0.16252      0.43545
ENSG00000187144    1   16722101   16763919    175      39  349856     -0.63132      0.73609
ENSG00000157191    1   16767167   16786585     68      22  349856      0.52145      0.30103
ENSG00000268674    1   16865561   16866198      2       1  349856      0.37643       0.3533
ENSG00000219481    1   16888922   16940100      1       1  349856     0.005675      0.49774
ENSG00000058453    1   17248445   17299474    152      29  349856     -0.52631      0.70066
ENSG00000117122    1   17300997   17308081     24       7  349856    -0.012212      0.50487
ENSG00000159363    1   17312453   17338467     74      18  349856     -0.13565      0.55395
ENSG00000117118    1   17345217   17380665    140      17  349856     -0.24112      0.59527
ENSG00000117115    1   17393256   17445948    334      26  349856      -0.7997      0.78806
ENSG00000142623    1   17531621   17572501    220      64  349856       1.5106     0.065439
ENSG00000142619    1   17575593   17610728    227      40  349856        1.241       0.1073
ENSG00000159339    1   17634690   17690495    366      32  349856       1.6894     0.045574
ENSG00000179051    1   17733251   17766250    131      30  349856       3.2301    0.0006187
ENSG00000074964    1   17846693   18024370    635      85  349856      0.12826      0.44897
ENSG00000117148    1   18081808   18153558    289      34  349856     -0.13301      0.55291
ENSG00000117154    1   18434240   18704977   1266     153  349856        1.578     0.057288
ENSG00000179023    1   18807424   18812540     33       9  349856       1.0304      0.15142
ENSG00000009709    1   18957500   19075360    499      90  349856       1.1147      0.13249
ENSG00000179002    1   19166093   19186155    143      28  349856       1.1738      0.12024
ENSG00000159423    1   19197924   19229293    205      38  349856      0.10729      0.45728
ENSG00000169991    1   19230774   19282826    282      48  349856     -0.40363      0.65676
ENSG00000127481    1   19401000   19536812    418      36  349856        0.242      0.40439
ENSG00000127463    1   19542158   19578053    149      23  349856     -0.88081      0.81079
ENSG00000053372    1   19578075   19586622     62      11  349856       0.1747      0.43066
ENSG00000162482    1   19609057   19615280     34       8  349856      0.38769      0.34912
ENSG00000053371    1   19629202   19638640     42      19  349856      0.20618      0.41833
ENSG00000040487    1   19638740   19658925    126      21  349856      0.24646      0.40266
ENSG00000077549    1   19665267   19812066    741      39  349856       1.1291      0.12943
ENSG00000173436    1   19923471   19956315    100      21  349856      0.49107      0.31169
ENSG00000158747    1   19969723   19984949     79      26  349856       2.3624    0.0090789
ENSG00000158748    1   19991780   20006055     65      16  349856      -1.1066      0.86577
ENSG00000162542    1   20008706   20126424    483      69  349856     -0.30904      0.62135
ENSG00000178828    1   20140522   20141771      8       5  349856       2.2915     0.010969
ENSG00000169914    1   20208356   20239438    103      22  349856       2.5938    0.0047458
ENSG00000188784    1   20246800   20250110     22       8  349856      0.49757      0.30939
ENSG00000188257    1   20301924   20306932     23      12  349856      0.33467      0.36894
ENSG00000127472    1   20386157   20418394    145      27  349856       0.9553      0.16971
ENSG00000117215    1   20439143   20446059     31      14  349856       1.6358     0.050943
ENSG00000158786    1   20465823   20476879     32      17  349856      -1.2727      0.89844
ENSG00000187980    1   20490484   20501687     51      13  349856     -0.51179       0.6956
ENSG00000162543    1   20512578   20522540     24      14  349856      0.40838       0.3415
ENSG00000158816    1   20617412   20681662    345      42  349856       1.2842     0.099532
ENSG00000162545    1   20808884   20812728      8       5  349856       1.7348     0.041388
ENSG00000090432    1   20825941   20834674     37      14  349856      0.30451      0.38037
ENSG00000183114    1   20878932   20881513      8       4  349856      -2.1981      0.98603
ENSG00000158825    1   20915444   20945401    157      27  349856     -0.71286      0.76203
ENSG00000158828    1   20959948   20978004     88      14  349856      -1.2066       0.8862
ENSG00000244038    1   20978260   20988037     43      11  349856     -0.84983      0.80229
ENSG00000117245    1   20990475   21044317    265      60  349856      0.44892      0.32675
ENSG00000189410    1   21046225   21059133     53      17  349856       1.7087     0.043753
ENSG00000127483    1   21069170   21113808    129      24  349856       3.2624   0.00055236
ENSG00000075151    1   21132785   21503381   1099      40  349856       4.4904   3.5553e-06
ENSG00000117298    1   21543740   21672034    485      59  349856       1.8825     0.029887
ENSG00000142794    1   21766583   21811393    234      24  349856    -0.029039      0.51158
ENSG00000162551    1   21835475   21904905    384      40  349856       1.2464      0.10631
ENSG00000076864    1   21922708   21996010    351      53  349856    -0.025303      0.51009
ENSG00000090686    1   22004791   22109688    465      47  349856      0.00703       0.4972
ENSG00000187942    1   22138758   22151714     63      30  349856      0.99713      0.15935
ENSG00000142798    1   22148737   22263750    532      56  349856       2.0449      0.02043
ENSG00000219073    1   22303418   22315847    214      24  349856        1.312     0.094754
ENSG00000142789    1   22328149   22339035     39      10  349856       1.3327     0.091317
ENSG00000070831    1   22379120   22419439    159      31  349856       2.3042     0.010606
ENSG00000162552    1   22443798   22470474    132      31  349856        2.747    0.0030075
ENSG00000184677    1   22778344   22857650    236      39  349856     -0.86523      0.80654
ENSG00000070886    1   22890004   22930087    218      38  349856     -0.62557       0.7342
ENSG00000173372    1   22963118   22966175      7       4  349856      0.42543      0.33526
ENSG00000159189    1   22969969   22974603     25       5  349856     0.085126      0.46608
ENSG00000173369    1   22979682   22988130     39      12  349856      0.30732       0.3793
ENSG00000133216    1   23037263   23241823    690      95  349856       1.6437     0.050121
ENSG00000215906    1   23279536   23299524     72      21  349856      0.16699      0.43369
ENSG00000227868    1   23337327   23342343     13       5  349856     -0.70574      0.75982
ENSG00000004487    1   23345937   23410184    119      22  349856     -0.53501      0.70368
ENSG00000169641    1   23410516   23504301    248      39  349856      0.65137       0.2574
ENSG00000179546    1   23518388   23521222      9       5  349856        1.583     0.056715
ENSG00000125944    1   23635953   23671143     79      25  349856       3.7049   0.00010572
ENSG00000125945    1   23685941   23696357     37       9  349856       3.3056   0.00047384
ENSG00000204219    1   23707555   23751269    158      29  349856      0.97547      0.16466
ENSG00000088280    1   23755056   23810750    185      31  349856       1.4515     0.073327
ENSG00000007968    1   23832920   23857712     72      14  349856      -1.5689      0.94167
ENSG00000117318    1   23884421   23886285     15       8  349856      0.43729      0.33095
ENSG00000142676    1   24018269   24022915     13       4  349856        1.744     0.040583
ENSG00000011007    1   24069856   24088549     32      16  349856       1.8056     0.035492
ENSG00000057757    1   24104876   24114722     15       9  349856       3.3084   0.00046914
ENSG00000011009    1   24117275   24122029      8       5  349856        3.415   0.00031894
ENSG00000117308    1   24122089   24127294      4       2  349856     -0.88278      0.81132
ENSG00000117305    1   24128367   24165110     71      11  349856       2.3848     0.008544
ENSG00000179163    1   24171567   24194859     71      12  349856       3.3802   0.00036212
ENSG00000188822    1   24197005   24285549    285      17  349856       3.3475   0.00040774
ENSG00000189266    1   24286301   24289952      2       1  349856      0.37696       0.3531
ENSG00000188529    1   24292935   24306953      9       4  349856      0.62094      0.26732
ENSG00000142661    1   24382531   24438665    251      34  349856      -1.0008      0.84154
ENSG00000142677    1   24446261   24469783     92      23  349856       1.1413      0.12688
ENSG00000185436    1   24480647   24513765    163      27  349856       1.1294      0.12937
ENSG00000158055    1   24645812   24690972    154      40  349856       1.7748     0.037968
ENSG00000001460    1   24683489   24741587    214      30  349856      0.95571      0.16961
ENSG00000001461    1   24742245   24799473    250      34  349856       1.0323      0.15097
ENSG00000117602    1   24828841   24863510    136      23  349856     0.048483      0.48067
ENSG00000184454    1   24882567   24935819    294      36  349856      0.99257      0.16046
ENSG00000133226    1   24969594   24999772     63      25  349856      0.89845      0.18447
ENSG00000169504    1   25071760   25170815    202      40  349856     -0.70096      0.75834
ENSG00000020633    1   25226002   25291648    209      50  349856       2.1903      0.01425
ENSG00000117614    1   25548767   25559013     20      13  349856     -0.83341      0.79769
ENSG00000187010    1   25598884   25656936     71      17  349856   -0.0047661       0.5019
ENSG00000183726    1   25664789   25688852     69      17  349856      0.61064      0.27072
ENSG00000188672    1   25687853   25747363    160      16  349856      0.12014      0.45219
ENSG00000204178    1   25757388   25826700    165      15  349856      0.63661      0.26219
ENSG00000157978    1   25870071   25895377     92      16  349856      0.23781      0.40601
ENSG00000117643    1   25943959   26111258    470      46  349856      0.78204      0.21709
ENSG00000162430    1   26126667   26144713     62       9  349856        1.677      0.04677
ENSG00000117640    1   26146397   26159433     42       6  349856       1.4905     0.068049
ENSG00000127423    1   26158414   26185939     90       7  349856       1.4664     0.071263
ENSG00000182749    1   26187975   26202461     24      11  349856      0.90302      0.18326
ENSG00000117632    1   26210670   26233368     43      12  349856      0.95546      0.16967
ENSG00000158006    1   26286258   26326366    133      16  349856      0.65471      0.25633
ENSG00000158008    1   26348266   26362955     35      15  349856       1.7987     0.036032
ENSG00000158014    1   26364513   26373439     26       7  349856        1.333     0.091269
ENSG00000158022    1   26377792   26394142     63      13  349856       3.1476   0.00082301
ENSG00000175087    1   26437656   26452039     39       4  349856        3.197   0.00069439
ENSG00000197245    1   26485511   26489119     15       8  349856       4.7928   8.2249e-07
ENSG00000142684    1   26496388   26497364      6       3  349856       4.7725   9.0955e-07
ENSG00000142675    1   26503981   26516375     44      17  349856       3.3279   0.00043749
ENSG00000188782    1   26517119   26529033     77      14  349856       6.2414   2.1687e-10
ENSG00000130695    1   26560644   26605529    179      20  349856       7.3954   7.0499e-14
ENSG00000142669    1   26606213   26608013      5       2  349856       7.4453    4.835e-14
ENSG00000158062    1   26608773   26644756    173      20  349856       7.7731   3.8303e-15
ENSG00000169442    1   26644411   26647014     16       5  349856       7.7115   6.2172e-15
ENSG00000176092    1   26648350   26680621    132      23  349856       6.4328   6.2627e-11
ENSG00000176083    1   26688125   26701023     70      16  349856       7.6839   7.7161e-15
ENSG00000131914    1   26737269   26756219     54      19  349856       2.2176     0.013292
ENSG00000117682    1   26758773   26797797     95      30  349856       3.9808   3.4336e-05
ENSG00000198830    1   26798902   26803133     14       8  349856       2.7978    0.0025726
ENSG00000117676    1   26856249   26901520    146      27  349856       4.9037   4.7034e-07
ENSG00000117713    1   27022522   27108601    195      24  349856       3.9614   3.7254e-05
ENSG00000060642    1   27113739   27124894     26      11  349856       4.0727   2.3238e-05
ENSG00000204160    1   27153201   27184092     76      19  349856       5.5269   1.6293e-08
ENSG00000175793    1   27189633   27190947      2       1  349856       2.4102    0.0079728
ENSG00000142751    1   27205872   27216869     27      10  349856       5.1499   1.3029e-07
ENSG00000198746    1   27216979   27226962     21      11  349856        5.068     2.01e-07
ENSG00000131910    1   27237975   27240567      8       5  349856       3.5028   0.00023017
ENSG00000090273    1   27248187   27273362     51      16  349856       4.2431   1.1023e-05
ENSG00000253368    1   27320189   27327377     12       6  349856       3.2195   0.00064209
ENSG00000158246    1   27331511   27339333     18       8  349856       2.6059     0.004582
ENSG00000090020    1   27425300   27481621    104      20  349856      0.65584      0.25596
ENSG00000142784    1   27561007   27635124    171      28  349856      0.94255      0.17296
ENSG00000186501    1   27648636   27662891     54      19  349856      0.42295      0.33617
ENSG00000142765    1   27668483   27680423     38      14  349856       0.5678      0.28508
ENSG00000142733    1   27681670   27693558     35      12  349856      0.92182      0.17831
ENSG00000142748    1   27695601   27701315     17      11  349856       2.1459     0.015939
ENSG00000174950    1   27705596   27709823      4       2  349856       3.7731   8.0619e-05
ENSG00000181773    1   27719148   27722318      7       5  349856        2.092     0.018218
ENSG00000158195    1   27730734   27816678    212      25  349856       3.9034   4.7429e-05
ENSG00000126705    1   27860756   27930463    131      32  349856       2.5328    0.0056572
ENSG00000000938    1   27938800   27961727     57      13  349856      0.74252      0.22889
ENSG00000126709    1   27992572   27998724     17       4  349856      -0.8037      0.78921
ENSG00000009780    1   28052490   28089426    109      12  349856     -0.28514      0.61223
ENSG00000117758    1   28099694   28150963     98      15  349856      0.83935      0.20064
ENSG00000117751    1   28157252   28178183     57      19  349856       1.1626       0.1225
ENSG00000130775    1   28199055   28213196     65      14  349856       2.6789    0.0036932
ENSG00000117748    1   28218035   28241255     89      13  349856       2.0486     0.020249
ENSG00000130768    1   28261456   28285663    108      21  349856      -0.4125      0.66001
ENSG00000158156    1   28286504   28294604     29      13  349856      0.93172      0.17574
ENSG00000158161    1   28296855   28415173    462      41  349856       0.5459      0.29257
ENSG00000169403    1   28473677   28520447    118      41  349856       1.9874     0.023437
ENSG00000126698    1   28526789   28559542    131      22  349856       2.3059     0.010558
ENSG00000130770    1   28562602   28564616      9       4  349856       2.3521    0.0093348
ENSG00000130766    1   28585963   28609002     93      27  349856       1.5937     0.055504
ENSG00000130772    1   28655513   28662478     17      11  349856      0.55553      0.28927
ENSG00000204138    1   28696093   28826881    543      19  349856      0.88613      0.18777
ENSG00000180198    1   28832455   28865708    123      24  349856      0.86975      0.19222
ENSG00000180098    1   28879529   28905057     71      19  349856      0.64791      0.25852
ENSG00000188060    1   28918712   28921098      9       5  349856       1.3844     0.083118
ENSG00000120656    1   28929608   28975416    112      32  349856      0.80373      0.21078
ENSG00000162419    1   28995234   29042115    122      23  349856     -0.34289      0.63416
ENSG00000198492    1   29063133   29096287    104      25  349856       0.3126      0.37729
ENSG00000116329    1   29138654   29190208    231      34  349856     -0.35896      0.64019
ENSG00000159023    1   29213603   29446558    671      44  349856      0.80811      0.20951
ENSG00000253304    1   29445937   29450421     15       6  349856      0.06626      0.47359
ENSG00000116350    1   29474250   29508637     97      26  349856       0.8164      0.20714
ENSG00000116353    1   29519385   29557460    131      27  349856      0.55317      0.29007
ENSG00000060656    1   29563028   29653325    332      55  349856       1.5662     0.058651
ENSG00000162510    1   31184124   31196432     43       6  349856       5.3858   3.6067e-08
ENSG00000162511    1   31205315   31230683     74      24  349856        7.276   1.7197e-13
ENSG00000162512    1   31342313   31381480    142      47  349856     -0.42746      0.66548
ENSG00000134644    1   31404353   31538838    476      40  349856        1.266      0.10275
