GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000228594    1    1533388    1535476      2       1  75401     -0.86138      0.80549
ENSG00000197530    1    1550795    1565990     36       7  75401      0.18519      0.42654
ENSG00000189409    1    1567060    1570030      2       1  75401     -0.41723      0.66174
ENSG00000248333    1    1571100    1590473     33       4  75401     -0.19535      0.57744
ENSG00000189339    1    1591486    1624243     89      15  75401     -0.63737      0.73806
ENSG00000008128    1    1633822    1655999    109       7  75401      -1.5347      0.93757
ENSG00000215790    1    1656277    1677438     79      10  75401      -1.0106      0.84389
ENSG00000008130    1    1682671    1711508    104      19  75401     -0.64101      0.73924
ENSG00000078369    1    1716725    1822552    242      39  75401    -0.083355      0.53322
ENSG00000169885    1    1846266    1848733     14       5  75401   -0.0029425      0.50117
ENSG00000178821    1    1849029    1850740      9       4  75401     -0.16086       0.5639
ENSG00000187730    1    1950768    1962192     43      12  75401       1.3827     0.083385
ENSG00000067606    1    1981909    2116834    664      60  75401    -0.039895      0.51591
ENSG00000162585    1    2115899    2144159     87      25  75401    -0.095862      0.53818
ENSG00000157933    1    2160134    2241652    373      74  75401     -0.25198      0.59947
ENSG00000116151    1    2251719    2323190    445      60  75401      0.89269      0.18601
ENSG00000157916    1    2323214    2336883     53      19  75401       1.2298      0.10938
ENSG00000157911    1    2336241    2344010     41      18  75401      0.47115      0.31877
ENSG00000149527    1    2407754    2436964    144      34  75401      -1.1765      0.88029
ENSG00000157881    1    2439975    2458061     98      24  75401     -0.83962      0.79944
ENSG00000197921    1    2460184    2461684      6       4  75401      -1.4042      0.91987
ENSG00000157873    1    2487291    2495268     32      11  75401       -1.569      0.94167
ENSG00000157870    1    2517899    2522908     24      13  75401     -0.12542      0.54991
ENSG00000142606    1    2522078    2564499    234      20  75401      -1.3114      0.90514
ENSG00000215912    1    2572807    2706230    431      31  75401     -0.62552      0.73419
ENSG00000169717    1    2938046    2939467      7       4  75401       4.0353   2.7267e-05
ENSG00000142611    1    2985565    3355185   1987     205  75401       1.0358      0.15015
ENSG00000130762    1    3371147    3397677    127      20  75401     -0.77131      0.77974
ENSG00000162591    1    3404506    3528059    669     101  75401    -0.095782      0.53815
ENSG00000158109    1    3541556    3546695     15       6  75401      0.64543      0.25932
ENSG00000116213    1    3547331    3566671     68      21  75401      -1.1321      0.87121
ENSG00000078900    1    3569129    3652765    384      71  75401      -0.3738      0.64572
ENSG00000162592    1    3668965    3688209     84      20  75401     -0.48089       0.6847
ENSG00000235169    1    3689352    3692546     13       5  75401      0.36018      0.35936
ENSG00000130764    1    3696784    3713068     97      20  75401       0.7327      0.23187
ENSG00000116198    1    3728645    3773797    335      20  75401     0.082666      0.46706
ENSG00000169598    1    3773845    3801993    194      28  75401      0.75839      0.22411
ENSG00000198912    1    3805697    3816857     57      13  75401      0.30494       0.3802
ENSG00000196581    1    4715105    4843851    846     107  75401      0.30363       0.3807
ENSG00000131697    1    5922870    6052618    597      36  75401      0.50418      0.30707
ENSG00000069424    1    6052358    6161253    467      72  75401       1.2968     0.097352
ENSG00000116254    1    6161847    6240194    390      51  75401        1.419     0.077952
ENSG00000116251    1    6245080    6259679     44      10  75401      0.76052      0.22347
ENSG00000158286    1    6266189    6281359     60      12  75401       1.0332      0.15075
ENSG00000116237    1    6281253    6296044     53      12  75401   -0.0042782      0.50171
ENSG00000173673    1    6304252    6305638      6       3  75401      0.74079      0.22941
ENSG00000158292    1    6307406    6321035     50       6  75401       1.9163     0.027665
ENSG00000097021    1    6324332    6453826    613      33  75401       1.0843      0.13912
ENSG00000069812    1    6475292    6484724     35       8  75401     0.071079      0.47167
ENSG00000187017    1    6484836    6521004    143      20  75401     -0.24479      0.59669
ENSG00000215788    1    6520787    6527432     34      13  75401      -1.8212      0.96571
ENSG00000171680    1    6526152    6580121    230      47  75401       1.4446     0.074279
ENSG00000162408    1    6581407    6614658    166      10  75401      0.32062      0.37425
ENSG00000173662    1    6614987    6639817     97      21  75401      0.60227       0.2735
ENSG00000204859    1    6640051    6649340     20      11  75401       1.6799     0.046492
ENSG00000162413    1    6650784    6662958     56      22  75401      0.78264      0.21692
ENSG00000116273    1    6673756    6684093     30       8  75401      0.24546      0.40305
ENSG00000041988    1    6684925    6695646     47      13  75401     -0.67144      0.74903
ENSG00000007923    1    6694228    6761966    237      39  75401      -0.4505      0.67382
ENSG00000171735    1    6845384    7829766   3850     277  75401     -0.69222       0.7556
ENSG00000049245    1    7831329    7841492     44      13  75401      -0.4052      0.65734
ENSG00000049246    1    7844413    7905241    302      33  75401     -0.29714      0.61682
ENSG00000049247    1    7907672    7913551     28      11  75401      0.18722      0.42574
ENSG00000049249    1    7975931    8003225     83      15  75401       2.7917    0.0026219
ENSG00000116288    1    8021714    8045342     81      18  75401       1.2407      0.10735
ENSG00000116285    1    8071779    8086393     34      10  75401      0.72824      0.23323
ENSG00000162426    1    8378171    8404227    109      20  75401      0.20253      0.41975
ENSG00000142599    1    8412464    8877699   1131      49  75401      0.31156      0.37769
ENSG00000074800    1    8921059    8939151     45      13  75401      -1.0256      0.84746
ENSG00000131686    1    9005893    9035151    164      37  75401      0.93494      0.17491
ENSG00000197241    1    9063359    9086404    100      29  75401      0.10219       0.4593
ENSG00000142583    1    9097005    9131763    162      25  75401      0.59381      0.27632
ENSG00000180758    1    9163472    9189229     98      21  75401      -1.5988      0.94507
ENSG00000049239    1    9294822    9331396    157      36  75401    -0.036743      0.51466
ENSG00000171621    1    9335202    9429591    597      96  75401     -0.18002      0.57143
ENSG00000171612    1    9599528    9642831    104      23  75401      -2.0859      0.98151
ENSG00000188807    1    9648932    9674935     72      20  75401      -1.0938      0.86299
ENSG00000171608    1    9711789    9789172    264      48  75401      0.19745      0.42174
ENSG00000171603    1    9789079    9884550    272      38  75401    -0.067582      0.52694
ENSG00000178585    1    9908334    9970316    192      44  75401       1.2829     0.099764
ENSG00000162441    1    9982168   10003460     74      19  75401     -0.63174      0.73622
ENSG00000173614    1   10003486   10045556    131      27  75401      -0.7702      0.77941
ENSG00000162444    1   10057255   10076078     61      11  75401     -0.65476      0.74369
ENSG00000130939    1   10093041   10241297    520      33  75401    -0.063732      0.52541
ENSG00000054523    1   10270606   10441664    721      29  75401      -1.6784      0.95336
ENSG00000142657    1   10458884   10480565     71      14  75401       -2.301       0.9893
ENSG00000175279    1   10489944   10510239     83      14  75401       0.1581      0.43719
ENSG00000241563    1   10509776   10512060      5       2  75401     -0.40725      0.65809
ENSG00000160049    1   10520588   10532613     44      17  75401     -0.46009      0.67727
ENSG00000142655    1   10535003   10690815    550      49  75401     -0.76617      0.77821
ENSG00000130940    1   10696661   10856733    570      97  75401     -0.52573      0.70046
ENSG00000175262    1   11006530   11042094    143      21  75401      -0.3621      0.64136
ENSG00000120948    1   11072462   11085549     33       7  75401      0.39581      0.34612
ENSG00000009724    1   11086580   11107296     84      15  75401      0.46731      0.32014
ENSG00000116649    1   11114649   11120091     12       5  75401      0.18324       0.4273
ENSG00000171824    1   11126675   11159961    123      10  75401      0.66252      0.25382
ENSG00000198793    1   11166588   11322614    442      18  75401      0.46887      0.31958
ENSG00000171819    1   11249346   11256038     20       5  75401      0.88141      0.18905
ENSG00000120942    1   11333255   11348491     30       6  75401      0.68896      0.24542
ENSG00000204624    1   11539295   11597640    206      27  75401   -0.0014254      0.50057
ENSG00000116661    1   11707924   11714888     25      14  75401      -1.1154      0.86766
ENSG00000132879    1   11714432   11723384     31      11  75401     -0.85304      0.80318
ENSG00000116663    1   11724150   11734411     50      14  75401     0.073487      0.47071
ENSG00000116670    1   11734537   11751678     77      17  75401       1.7717     0.038222
ENSG00000162490    1   11751781   11780336    109      21  75401      0.98101      0.16329
ENSG00000177674    1   11796142   11810828     49      11  75401     -0.74966      0.77327
ENSG00000215910    1   11823827   11849642    168      13  75401      0.87004      0.19214
ENSG00000177000    1   11845787   11866160     89      13  75401      0.95737      0.16919
ENSG00000011021    1   11866153   11903201    224      19  75401      0.90681      0.18225
ENSG00000175206    1   11905766   11907840     19       5  75401      0.96224      0.16797
ENSG00000120937    1   11917521   11918992      4       2  75401     -0.42044      0.66292
ENSG00000116685    1   11979645   11986485     31      11  75401     -0.42152      0.66331
ENSG00000083444    1   11994724   12035599    159      21  75401     0.096587      0.46153
ENSG00000116688    1   12040238   12073572    115      15  75401    0.0028757      0.49885
ENSG00000116691    1   12079299   12092106     31       9  75401      0.39876      0.34503
ENSG00000120949    1   12123434   12204264    250      51  75401      0.44767      0.32719
ENSG00000028137    1   12227044   12269279    164      24  75401     -0.76711      0.77849
ENSG00000048707    1   12290101   12572099    796      35  75401       1.1776      0.11948
ENSG00000162496    1   12627939   12677820    209      44  75401     -0.97166      0.83439
ENSG00000204518    1   12704566   12727097     78      11  75401      0.47411      0.31771
ENSG00000188984    1   12776118   12788726     51       9  75401      0.80213      0.21124
ENSG00000157330    1   12806163   12821102     45      10  75401      0.22633      0.41047
ENSG00000116726    1   12834984   12838049     10       3  75401      0.73526      0.23109
ENSG00000116721    1   12851546   12856777     17       9  75401      0.22573      0.41071
ENSG00000204513    1   12884468   12891264      2       1  75401      0.65815      0.25522
ENSG00000179172    1   12907261   12908578      7       3  75401       1.0644      0.14358
ENSG00000120952    1   12916941   12921764     32       7  75401      0.71132      0.23844
ENSG00000243073    1   12939033   12946025      6       1  75401     -0.30682      0.62051
ENSG00000187545    1   12952727   12958094      1       1  75401      0.47733      0.31656
ENSG00000204488    1   13495254   13498260      1       1  75401      0.31034      0.37815
ENSG00000162494    1   13801445   13840242    185      41  75401      0.37904      0.35233
ENSG00000162493    1   13910252   13944452    155      39  75401      -1.1124      0.86701
ENSG00000116731    1   14026714   14151574    511      43  75401       1.0381      0.14962
ENSG00000189337    1   14219646   15444544   6070     428  75401        1.147       0.1257
ENSG00000171729    1   15479028   15546974    414      31  75401     -0.84374      0.80059
ENSG00000204464    1   15490692   15498120     35      10  75401      0.23582      0.40679
ENSG00000142621    1   15573730   15724767    634      80  75401      0.45449      0.32474
ENSG00000142634    1   15736391   15756839     91      31  75401     -0.18376       0.5729
ENSG00000162438    1   15764938   15773153     32      14  75401     -0.75309       0.7743
ENSG00000142615    1   15783223   15798586     78      15  75401      -1.8669      0.96904
ENSG00000215704    1   15802596   15817895     67      16  75401     -0.41243      0.65999
ENSG00000132906    1   15817896   15851407    167      16  75401    -0.041411      0.51652
ENSG00000116138    1   15853343   15898228    159      21  75401   0.00022101      0.49991
ENSG00000116771    1   15898194   15911605     81      12  75401      0.08928      0.46443
ENSG00000197312    1   15943953   15995539    173      16  75401     -0.37607      0.64657
ENSG00000215695    1   15986364   15988217      8       5  75401       0.4861      0.31345
ENSG00000116786    1   16010632   16061264    220      27  75401      -1.3864      0.91718
ENSG00000162461    1   16062721   16067884     12       7  75401     -0.57765      0.71825
ENSG00000162460    1   16068987   16074292     32      10  75401     -0.62467      0.73391
ENSG00000162458    1   16083107   16113089    128      26  75401       1.1731      0.12039
ENSG00000065526    1   16174359   16266951    283      35  75401    0.0061385      0.49755
ENSG00000116809    1   16268364   16302627     96      30  75401      0.42126      0.33678
ENSG00000183888    1   16330731   16333184     19       8  75401      -1.0806      0.86006
ENSG00000173641    1   16340523   16346084     49       6  75401      -2.1895      0.98572
ENSG00000186510    1   16348486   16360548     97      19  75401     -0.99198       0.8394
ENSG00000184908    1   16370231   16383821    160      21  75401      0.53071      0.29781
ENSG00000185519    1   16384264   16400127    110      18  75401     -0.55647      0.71105
ENSG00000142627    1   16450832   16482582     94      30  75401      0.25018      0.40123
ENSG00000142632    1   16524599   16539104     76      12  75401     -0.71331      0.76217
ENSG00000132881    1   16558182   16563659     20       9  75401     -0.47345      0.68205
ENSG00000037637    1   16573339   16678965    330      23  75401       1.3751     0.084549
ENSG00000055070    1   16693525   16724643     89      17  75401      0.86719      0.19292
ENSG00000187144    1   16722101   16763919    175      39  75401       0.9328      0.17546
ENSG00000157191    1   16767167   16786585     68      22  75401      0.30473      0.38029
ENSG00000268674    1   16865561   16866198      2       1  75401     0.044787      0.48214
ENSG00000219481    1   16888922   16940100      1       1  75401      0.25803      0.39819
ENSG00000058453    1   17248445   17299474    152      29  75401       2.0214      0.02162
ENSG00000117122    1   17300997   17308081     24       7  75401       1.2717      0.10174
ENSG00000159363    1   17312453   17338467     74      18  75401       1.3064     0.095704
ENSG00000117118    1   17345217   17380665    140      17  75401      0.35251      0.36223
ENSG00000117115    1   17393256   17445948    334      26  75401        0.653      0.25688
ENSG00000142623    1   17531621   17572501    220      64  75401      0.53166      0.29748
ENSG00000142619    1   17575593   17610728    227      40  75401      0.32687      0.37188
ENSG00000159339    1   17634690   17690495    366      32  75401      0.11264      0.45516
ENSG00000179051    1   17733251   17766250    131      30  75401      0.67106      0.25109
ENSG00000074964    1   17846693   18024370    635      85  75401     -0.81164       0.7915
ENSG00000117148    1   18081808   18153558    289      34  75401      0.21583      0.41456
ENSG00000117154    1   18434240   18704977   1266     153  75401      0.27291      0.39246
ENSG00000179023    1   18807424   18812540     33       9  75401       1.3196     0.093492
ENSG00000009709    1   18957500   19075360    499      90  75401      0.74901      0.22692
ENSG00000179002    1   19166093   19186155    143      28  75401      0.24171       0.4045
ENSG00000159423    1   19197924   19229293    205      38  75401    -0.041118       0.5164
ENSG00000169991    1   19230774   19282826    282      48  75401      0.19044      0.42448
ENSG00000127481    1   19401000   19536812    418      36  75401       1.3093     0.095212
ENSG00000127463    1   19542158   19578053    149      23  75401      0.58698      0.27861
ENSG00000053372    1   19578075   19586622     62      11  75401      0.98089      0.16332
ENSG00000162482    1   19609057   19615280     34       8  75401     -0.14694      0.55841
ENSG00000053371    1   19629202   19638640     42      19  75401       1.6698     0.047483
ENSG00000040487    1   19638740   19658925    126      21  75401       1.6529      0.04918
ENSG00000077549    1   19665267   19812066    741      39  75401       1.9486     0.025673
ENSG00000173436    1   19923471   19956315    100      21  75401         1.75     0.040057
ENSG00000158747    1   19969723   19984949     79      26  75401      0.87651      0.19038
ENSG00000158748    1   19991780   20006055     65      16  75401      0.17413      0.43088
ENSG00000162542    1   20008706   20126424    483      69  75401       1.7618      0.03905
ENSG00000178828    1   20140522   20141771      8       5  75401       1.4907     0.068021
ENSG00000169914    1   20208356   20239438    103      22  75401      0.35541      0.36114
ENSG00000188784    1   20246800   20250110     22       8  75401        2.021     0.021639
ENSG00000188257    1   20301924   20306932     23      12  75401       -1.037      0.85014
ENSG00000127472    1   20386157   20418394    145      27  75401     -0.36668      0.64307
ENSG00000117215    1   20439143   20446059     31      14  75401       1.9356     0.026459
ENSG00000158786    1   20465823   20476879     32      17  75401        1.087      0.13851
ENSG00000187980    1   20490484   20501687     51      13  75401       1.7075     0.043861
ENSG00000162543    1   20512578   20522540     24      14  75401      0.32867       0.3712
ENSG00000158816    1   20617412   20681662    345      42  75401      -1.4802      0.93059
ENSG00000162545    1   20808884   20812728      8       5  75401     -0.33653      0.63176
ENSG00000090432    1   20825941   20834674     37      14  75401     -0.68025      0.75183
ENSG00000183114    1   20878932   20881513      8       4  75401     -0.95413      0.82999
ENSG00000158825    1   20915444   20945401    157      27  75401      0.32417      0.37291
ENSG00000158828    1   20959948   20978004     88      14  75401     -0.21522       0.5852
ENSG00000244038    1   20978260   20988037     43      11  75401     0.041008      0.48364
ENSG00000117245    1   20990475   21044317    265      60  75401    -0.042564      0.51698
ENSG00000189410    1   21046225   21059133     53      17  75401     -0.24737      0.59769
ENSG00000127483    1   21069170   21113808    129      24  75401     0.096737      0.46147
ENSG00000075151    1   21132785   21503381   1099      40  75401      0.28213      0.38892
ENSG00000117298    1   21543740   21672034    485      59  75401      0.34593       0.3647
ENSG00000142794    1   21766583   21811393    234      24  75401       1.5252     0.063601
ENSG00000162551    1   21835475   21904905    384      40  75401       1.2481        0.106
ENSG00000076864    1   21922708   21996010    351      53  75401     0.076658      0.46945
ENSG00000090686    1   22004791   22109688    465      47  75401       1.4734     0.070318
ENSG00000187942    1   22138758   22151714     63      30  75401       1.5032     0.066398
ENSG00000142798    1   22148737   22263750    532      56  75401       2.1093     0.017458
ENSG00000219073    1   22303418   22315847    214      24  75401       1.6992      0.04464
ENSG00000142789    1   22328149   22339035     39      10  75401     -0.19923      0.57896
ENSG00000070831    1   22379120   22419439    159      31  75401      0.24715       0.4024
ENSG00000162552    1   22443798   22470474    132      31  75401       1.5318     0.062788
ENSG00000184677    1   22778344   22857650    236      39  75401      0.28686      0.38711
ENSG00000070886    1   22890004   22930087    218      38  75401     -0.94988      0.82891
ENSG00000173372    1   22963118   22966175      7       4  75401     -0.47208      0.68157
ENSG00000159189    1   22969969   22974603     25       5  75401     -0.23457      0.59273
ENSG00000173369    1   22979682   22988130     39      12  75401      -1.6886      0.95435
ENSG00000133216    1   23037263   23241823    690      95  75401       2.1362     0.016331
ENSG00000215906    1   23279536   23299524     72      21  75401      0.73648      0.23072
ENSG00000227868    1   23337327   23342343     13       5  75401      0.82738      0.20401
ENSG00000004487    1   23345937   23410184    119      22  75401      0.99976      0.15871
ENSG00000169641    1   23410516   23504301    248      39  75401      0.64448      0.25963
ENSG00000179546    1   23518388   23521222      9       5  75401      0.40262      0.34361
ENSG00000125944    1   23635953   23671143     79      25  75401      0.64781      0.25855
ENSG00000125945    1   23685941   23696357     37       9  75401      0.47248      0.31829
ENSG00000204219    1   23707555   23751269    158      29  75401      0.96526      0.16721
ENSG00000088280    1   23755056   23810750    185      31  75401     0.034627      0.48619
ENSG00000007968    1   23832920   23857712     72      14  75401       2.1149      0.01722
ENSG00000117318    1   23884421   23886285     15       8  75401       2.9589    0.0015438
ENSG00000142676    1   24018269   24022915     13       4  75401      0.42482      0.33548
ENSG00000011007    1   24069856   24088549     32      16  75401     -0.14487      0.55759
ENSG00000057757    1   24104876   24114722     15       9  75401     -0.48776      0.68714
ENSG00000011009    1   24117275   24122029      8       5  75401      0.48896      0.31243
ENSG00000117308    1   24122089   24127294      4       2  75401      -2.8768      0.99799
ENSG00000117305    1   24128367   24165110     71      11  75401      0.14228      0.44343
ENSG00000179163    1   24171567   24194859     71      12  75401     -0.50614      0.69362
ENSG00000188822    1   24197005   24285549    285      17  75401      -0.7953      0.78678
ENSG00000189266    1   24286301   24289952      2       1  75401         0.36      0.35942
ENSG00000188529    1   24292935   24306953      9       4  75401      0.65542       0.2561
ENSG00000142661    1   24382531   24438665    251      34  75401     -0.21405      0.58475
ENSG00000142677    1   24446261   24469783     92      23  75401      -1.4767      0.93012
ENSG00000185436    1   24480647   24513765    163      27  75401     -0.13549      0.55389
ENSG00000158055    1   24645812   24690972    154      40  75401       1.2166      0.11188
ENSG00000001460    1   24683489   24741587    214      30  75401     0.033144      0.48678
ENSG00000001461    1   24742245   24799473    250      34  75401     0.026923      0.48926
ENSG00000117602    1   24828841   24863510    136      23  75401    -0.050427      0.52011
ENSG00000184454    1   24882567   24935819    294      36  75401     0.013063      0.49479
ENSG00000133226    1   24969594   24999772     63      25  75401     -0.98977      0.83886
ENSG00000169504    1   25071760   25170815    202      40  75401     -0.51408       0.6964
ENSG00000020633    1   25226002   25291648    209      50  75401     -0.53908      0.70508
ENSG00000117614    1   25548767   25559013     20      13  75401       1.2421      0.10711
ENSG00000187010    1   25598884   25656936     71      17  75401     -0.37136      0.64482
ENSG00000183726    1   25664789   25688852     69      17  75401      0.51605      0.30291
ENSG00000188672    1   25687853   25747363    160      16  75401      0.92531       0.1774
ENSG00000204178    1   25757388   25826700    165      15  75401      -0.1097      0.54368
ENSG00000157978    1   25870071   25895377     92      16  75401     -0.66534      0.74708
ENSG00000117643    1   25943959   26111258    470      46  75401      -1.5389      0.93809
ENSG00000162430    1   26126667   26144713     62       9  75401     -0.75883      0.77602
ENSG00000117640    1   26146397   26159433     42       6  75401     0.068953      0.47251
ENSG00000127423    1   26158414   26185939     90       7  75401     -0.13716      0.55455
ENSG00000182749    1   26187975   26202461     24      11  75401     -0.61136      0.72952
ENSG00000117632    1   26210670   26233368     43      12  75401     0.092388      0.46319
ENSG00000158006    1   26286258   26326366    133      16  75401     -0.64254      0.73974
ENSG00000158008    1   26348266   26362955     35      15  75401      -0.5523      0.70963
ENSG00000158014    1   26364513   26373439     26       7  75401      -1.4348      0.92433
ENSG00000158022    1   26377792   26394142     63      13  75401      0.18986      0.42471
ENSG00000175087    1   26437656   26452039     39       4  75401     -0.26568      0.60476
ENSG00000197245    1   26485511   26489119     15       8  75401      -1.0607      0.85559
ENSG00000142684    1   26496388   26497364      6       3  75401     -0.72026      0.76432
ENSG00000142675    1   26503981   26516375     44      17  75401     -0.26364      0.60397
ENSG00000188782    1   26517119   26529033     77      14  75401      -0.3332      0.63051
ENSG00000130695    1   26560644   26605529    179      20  75401     -0.41034      0.65922
ENSG00000142669    1   26606213   26608013      5       2  75401      -1.4783      0.93033
ENSG00000158062    1   26608773   26644756    173      20  75401      -1.1833      0.88165
ENSG00000169442    1   26644411   26647014     16       5  75401     -0.77509      0.78086
ENSG00000176092    1   26648350   26680621    132      23  75401      0.23201      0.40826
ENSG00000176083    1   26688125   26701023     70      16  75401       1.2756      0.10105
ENSG00000131914    1   26737269   26756219     54      19  75401       1.1448      0.12614
ENSG00000117682    1   26758773   26797797     95      30  75401    -0.091374       0.5364
ENSG00000198830    1   26798902   26803133     14       8  75401      0.39363      0.34693
ENSG00000117676    1   26856249   26901520    146      27  75401      0.43235      0.33274
ENSG00000117713    1   27022522   27108601    195      24  75401       0.5044      0.30699
ENSG00000060642    1   27113739   27124894     26      11  75401      0.50001      0.30853
ENSG00000204160    1   27153201   27184092     76      19  75401      0.94105      0.17334
ENSG00000175793    1   27189633   27190947      2       1  75401       1.4285     0.076569
ENSG00000142751    1   27205872   27216869     27      10  75401      0.23544      0.40693
ENSG00000198746    1   27216979   27226962     21      11  75401      0.18336      0.42726
ENSG00000131910    1   27237975   27240567      8       5  75401      0.78986       0.2148
ENSG00000090273    1   27248187   27273362     51      16  75401      0.40586      0.34242
ENSG00000253368    1   27320189   27327377     12       6  75401      0.84811      0.19819
ENSG00000158246    1   27331511   27339333     18       8  75401      -0.9567      0.83064
ENSG00000090020    1   27425300   27481621    104      20  75401       1.8084     0.035276
ENSG00000142784    1   27561007   27635124    171      28  75401    -0.089681      0.53573
ENSG00000186501    1   27648636   27662891     54      19  75401      0.51564      0.30305
ENSG00000142765    1   27668483   27680423     38      14  75401      0.20878      0.41731
ENSG00000142733    1   27681670   27693558     35      12  75401      0.14315      0.44309
ENSG00000142748    1   27695601   27701315     17      11  75401       1.8344       0.0333
ENSG00000174950    1   27705596   27709823      4       2  75401      0.58772      0.27836
ENSG00000181773    1   27719148   27722318      7       5  75401     -0.18394      0.57297
ENSG00000158195    1   27730734   27816678    212      25  75401      0.69722      0.24283
ENSG00000126705    1   27860756   27930463    131      32  75401      0.97727      0.16422
ENSG00000000938    1   27938800   27961727     57      13  75401       1.0067      0.15705
ENSG00000126709    1   27992572   27998724     17       4  75401      0.32851      0.37126
ENSG00000009780    1   28052490   28089426    109      12  75401     -0.29071      0.61436
ENSG00000117758    1   28099694   28150963     98      15  75401     -0.93225       0.8244
ENSG00000117751    1   28157252   28178183     57      19  75401      0.32023       0.3744
ENSG00000130775    1   28199055   28213196     65      14  75401       2.2764     0.011412
ENSG00000117748    1   28218035   28241255     89      13  75401       2.4864    0.0064518
ENSG00000130768    1   28261456   28285663    108      21  75401       1.4376     0.075267
ENSG00000158156    1   28286504   28294604     29      13  75401     -0.77055      0.77951
ENSG00000158161    1   28296855   28415173    462      41  75401     -0.93149       0.8242
ENSG00000169403    1   28473677   28520447    118      41  75401     -0.23494      0.59287
ENSG00000126698    1   28526789   28559542    131      22  75401     -0.27247      0.60737
ENSG00000130770    1   28562602   28564616      9       4  75401      0.37739      0.35294
ENSG00000130766    1   28585963   28609002     93      27  75401      0.39754      0.34548
ENSG00000130772    1   28655513   28662478     17      11  75401     0.045292      0.48194
ENSG00000204138    1   28696093   28826881    543      19  75401     -0.66826      0.74802
ENSG00000180198    1   28832455   28865708    123      24  75401    -0.076057      0.53031
ENSG00000180098    1   28879529   28905057     71      19  75401      0.22333      0.41164
ENSG00000188060    1   28918712   28921098      9       5  75401       1.4806     0.069361
ENSG00000120656    1   28929608   28975416    112      32  75401       1.0785       0.1404
ENSG00000162419    1   28995234   29042115    122      23  75401         1.03      0.15151
ENSG00000198492    1   29063133   29096287    104      25  75401       1.6379     0.050725
ENSG00000116329    1   29138654   29190208    231      34  75401       1.1049      0.13459
ENSG00000159023    1   29213603   29446558    671      44  75401      0.83525      0.20179
ENSG00000253304    1   29445937   29450421     15       6  75401       0.4067      0.34211
ENSG00000116350    1   29474250   29508637     97      26  75401      0.97328      0.16521
ENSG00000116353    1   29519385   29557460    131      27  75401      0.73615      0.23082
ENSG00000060656    1   29563028   29653325    332      55  75401      0.88367      0.18844
ENSG00000162510    1   31184124   31196432     43       6  75401       1.7486     0.040182
ENSG00000162511    1   31205315   31230683     74      24  75401     -0.08295      0.53305
ENSG00000162512    1   31342313   31381480    142      47  75401     -0.67256      0.74939
ENSG00000134644    1   31404353   31538838    476      40  75401     -0.22297      0.58822
ENSG00000084628    1   31652592   31712734    310      19  75401     -0.89484      0.81456
ENSG00000060688    1   31732415   31769644    139      15  75401     -0.75644      0.77531
