ID	TRAIT	ANNOT	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z.score	spec_BIN	shet_BIN	tau_adjusted	tau_adjusted_se	tau_adjusted_p
ALT_Liver_intensity_GROUP2	ALT	Liver_intensity_GROUP2	0.0165147415125146	0.159645889853298	0.0386985814442421	9.66687185096546	2.34327503188088	0.000418265525331974	2.44482697042351e-07	8.18798470675112e-08	2.98587144209944	intensity	GROUP2	2.02892516880555e-06	6.79500805539512e-07	0.00282740034038449
ALT_Liver_intensity_GROUP3	ALT	Liver_intensity_GROUP3	0.0173196185506879	0.0518113659317151	0.0236406326599353	2.99148423968363	1.36496266304874	0.148619183925466	8.83747804265441e-08	4.59487888438952e-08	1.92333209753984	intensity	GROUP3	7.33434009859077e-07	3.81317749741869e-07	0.0544273826124404
ALT_Liver_intensity_GROUP4	ALT	Liver_intensity_GROUP4	0.0103520137610824	0.0347065124527141	0.0192882323931994	3.35263391777846	1.86323480999534	0.206598673734509	5.84433430475703e-08	5.25228653303227e-08	1.11272191035301	intensity	GROUP4	4.85032314741648e-07	4.35874401081516e-07	0.265802928334
Creatinine_Liver_GROUP1_Shet1	Creatinine	Liver_GROUP1_Shet1	0.00123046541788266	0.0159905603424287	0.00687487179161641	12.9955382004515	5.58721252275941	0.0317542937497222	2.73154501573387e-07	1.70759742627833e-07	1.59964226561715	1-2	>0.1	1.39867004673753e-06	8.74345840388289e-07	0.109670481228149
Creatinine_Liver_GROUP1_Shet2	Creatinine	Liver_GROUP1_Shet2	0.00133967236908125	0.00652783366827708	0.0071384973413103	4.87270904359541	5.32853965347207	0.467760538350158	1.0365343698167e-10	1.82807862568696e-07	0.000567007542920745	1-2	0.03-0.1	5.53562796925099e-10	9.36036162666135e-07	0.999528138761116
Creatinine_Liver_GROUP1_Shet3	Creatinine	Liver_GROUP1_Shet3	0.000851680017258389	0.00169677904919127	0.00474936549308967	1.99227293679298	5.57646697920444	0.858659154595854	-8.98602224702532e-08	1.97286260926164e-07	-0.455481400724017	1-2	0.01-0.03	-4.60065071591569e-07	1.0101703068416e-06	0.648797631860088
Creatinine_Liver_GROUP1_Shet4	Creatinine	Liver_GROUP1_Shet4	0.00131853553981701	0.0155474215990634	0.00686253006710609	11.7914315765969	5.20466067077609	0.0427638082681798	2.34144728966692e-07	1.77271918718763e-07	1.32082244418055	1-2	0.001-0.01	1.19895564338039e-06	9.0769031602029e-07	0.186539300385684
Creatinine_Liver_GROUP1_Shet5	Creatinine	Liver_GROUP1_Shet5	0.000876842909239629	0.0210229693244715	0.00742974631810277	23.9757533566668	8.473292353525	0.00872702587169186	6.26470034162434e-07	2.85305447927373e-07	2.19578714221366	1-2	<0.001	3.20772294575817e-06	1.460857388261e-06	0.0281076198399584
Creatinine_Liver_GROUP2_Shet1	Creatinine	Liver_GROUP2_Shet1	0.00328308639309906	0.0244510718471486	0.00731955038518281	7.44758709321326	2.22947236495764	0.00332921799305015	6.40746439555188e-08	9.05076353513618e-08	0.70794738705495	3-8	>0.1	3.28054707015099e-07	4.63428752439129e-07	0.479016079636304
Creatinine_Liver_GROUP2_Shet2	Creatinine	Liver_GROUP2_Shet2	0.00325876226418386	0.0214840511261243	0.00937138015399307	6.59270280690601	2.87574833457208	0.0545728086207829	3.53821160859255e-08	9.3986869195041e-08	0.376458077484215	3-8	0.03-0.1	1.81176457241273e-07	4.81243569867081e-07	0.706563358776917
Creatinine_Liver_GROUP2_Shet3	Creatinine	Liver_GROUP2_Shet3	0.00215696310063194	0.00963478924294873	0.00607698881433775	4.46683081417849	2.81738190725531	0.219286008901316	-3.34684417245457e-08	1.05922946120551e-07	-0.315969702036567	3-8	0.01-0.03	-1.71414853296478e-07	5.42360195189711e-07	0.751961879113715
Creatinine_Liver_GROUP2_Shet4	Creatinine	Liver_GROUP2_Shet4	0.0031378126300607	0.0151569559478727	0.00939830910231843	4.83042097627719	2.99517855600467	0.20220647082978	-2.0402155686942e-08	1.14657468917282e-07	-0.177940049432461	3-8	0.001-0.01	-1.04546947866429e-07	5.87083814220594e-07	0.858661403102584
Creatinine_Liver_GROUP2_Shet5	Creatinine	Liver_GROUP2_Shet5	0.00189879182890441	0.0189778032513225	0.00932497288602802	9.99467290854761	4.91100327275395	0.0673206564181411	1.49960292995967e-07	1.57721390607653e-07	0.950792358716942	3-8	<0.001	7.67753937450641e-07	8.07585205364329e-07	0.341767576797779
Creatinine_Liver_GROUP3_Shet1	Creatinine	Liver_GROUP3_Shet1	0.00441826832667943	0.0397994164869351	0.0114548912264279	9.00792200568917	2.5926200899249	0.00189081224051019	7.72735668579939e-08	1.02074286649947e-07	0.757032641560309	9-15	>0.1	3.95655254597525e-07	5.22653797490771e-07	0.449042606669032
Creatinine_Liver_GROUP3_Shet2	Creatinine	Liver_GROUP3_Shet2	0.00462628156705768	0.0374860249751896	0.0160121369674046	8.10284121963435	3.46112460629765	0.044539987745264	5.48275968113362e-08	1.3323001133638e-07	0.411525873647996	9-15	0.03-0.1	2.80674802744256e-07	6.82181317646596e-07	0.680751947379916
Creatinine_Liver_GROUP3_Shet3	Creatinine	Liver_GROUP3_Shet3	0.00286269834439913	0.00716188977376491	0.00737474861685631	2.50179687558668	2.57615289130446	0.560353145481083	-1.33567572768739e-07	1.02832385529395e-07	-1.29888626118236	9-15	0.01-0.03	-6.83956765881746e-07	5.26535512183283e-07	0.193952314034468
Creatinine_Liver_GROUP3_Shet4	Creatinine	Liver_GROUP3_Shet4	0.0043001704869808	0.0242185376978493	0.00881199217129424	5.63199477117787	2.04921925723025	0.024737800711396	-3.20739827470894e-08	9.67283097710866e-08	-0.331588371832346	9-15	0.001-0.01	-1.64262013724581e-07	4.95280643989179e-07	0.740150223399564
Creatinine_Liver_GROUP3_Shet5	Creatinine	Liver_GROUP3_Shet5	0.00256762149776579	-0.000316925066422628	0.00643223853178962	-0.12343138063706	2.50513501985656	0.65360007469976	-2.09134577956738e-07	9.58586561906742e-08	-2.18169736847494	9-15	<0.001	-1.07086650705772e-06	4.90827732671143e-07	0.0291275219812459
Creatinine_Liver_GROUP4_Shet1	Creatinine	Liver_GROUP4_Shet1	0.00314989081821169	0.0264747344485604	0.0139278526905883	8.40496892638046	4.42169379651568	0.0986055659471038	-8.50247534085707e-08	1.59444127521786e-07	-0.533257353093503	16-18	>0.1	-4.35402558741967e-07	8.16406182907252e-07	0.593814786911262
Creatinine_Liver_GROUP4_Shet2	Creatinine	Liver_GROUP4_Shet2	0.00340923635823168	0.0296168347939667	0.0229927111089015	8.68723423134221	6.74424084836039	0.254040629426131	-7.20716621596562e-08	1.90496473466934e-07	-0.378335938970368	16-18	0.03-0.1	-3.69037131217712e-07	9.75404370030383e-07	0.705176022403895
Creatinine_Liver_GROUP4_Shet3	Creatinine	Liver_GROUP4_Shet3	0.00217826768250939	-0.000358286201263824	0.00501180595637097	-0.16448217275623	2.30082188548898	0.613021714950034	-3.73394847976065e-07	1.13740848602563e-07	-3.28285618195793	16-18	0.01-0.03	-1.91190988389079e-06	5.82390417831864e-07	0.00102757383882889
Creatinine_Liver_GROUP4_Shet4	Creatinine	Liver_GROUP4_Shet4	0.00329281604466514	0.0212571743821055	0.00980952008886044	6.45562159979917	2.97906714368492	0.0675835469709483	-1.49100614069732e-07	1.24267772245196e-07	-1.19983332263764	16-18	0.001-0.01	-7.63470916296834e-07	6.36291716565266e-07	0.230187650759057
Creatinine_Liver_GROUP4_Shet5	Creatinine	Liver_GROUP4_Shet5	0.00186977062681938	0.000913019293472418	0.00583291780677108	0.48830550676985	3.11959003051262	0.869228853002398	-3.29116230064459e-07	1.35346490677375e-07	-2.43165691564898	16-18	<0.001	-1.6852072411791e-06	6.93018385444828e-07	0.0150284821427173
Creatinine_Liver_GROUP5_Shet1	Creatinine	Liver_GROUP5_Shet1	0.00261408897162448	0.0266269040025233	0.00752546609520222	10.1859210958595	2.87881023824742	0.00144133459591016	-3.3716209669492e-07	1.48820349910693e-07	-2.26556446680344	19	>0.1	-1.726377478429e-06	7.62008960116195e-07	0.0234782996005954
Creatinine_Liver_GROUP5_Shet2	Creatinine	Liver_GROUP5_Shet2	0.00258993259532249	0.0106633014015482	0.00896759265522608	4.11721193856803	3.46248109754744	0.363385180479784	-5.23123309266427e-07	1.48767880896112e-07	-3.51637266132558	19	0.03-0.1	-2.67861395862143e-06	7.61740301567392e-07	0.000437375733869905
Creatinine_Liver_GROUP5_Shet3	Creatinine	Liver_GROUP5_Shet3	0.00205245322260319	0.0125501502276492	0.0066023607879079	6.11470706832062	3.21681425681114	0.108053261701504	-4.51697146286282e-07	1.34560217696786e-07	-3.35684018663021	19	0.01-0.03	-2.31287758465398e-06	6.88992410121793e-07	0.000788220441530574
Creatinine_Liver_GROUP5_Shet4	Creatinine	Liver_GROUP5_Shet4	0.0036875379435442	0.00654510732925589	0.00918887559066667	1.77492609688653	2.4918728244556	0.755046956363946	-5.92821175455021e-07	1.3470060774171e-07	-4.40102821653013	19	0.001-0.01	-3.03550121822727e-06	6.89711253157756e-07	1.07694097137128e-05
Creatinine_Liver_GROUP5_Shet5	Creatinine	Liver_GROUP5_Shet5	0.00197428050484813	0.00436296015105623	0.00652050135368941	2.20989881647635	3.30272285912633	0.71409371772243	-5.54714059522158e-07	1.55063603958795e-07	-3.5773324323712	19	<0.001	-2.84027143331662e-06	7.93976466762901e-07	0.000347196075741227
Creatinine_Liver_intensity_GROUP1	Creatinine	Liver_intensity_GROUP1	0.0122383918966094	0.125057294657854	0.025615103012211	10.2184417458066	2.0930121562219	8.17987169947149e-06	5.28224892159684e-07	1.38430961274348e-07	3.8158002176466	intensity	GROUP1	2.70470908493668e-06	7.08811885685344e-07	0.000135723270589058
Creatinine_Liver_intensity_GROUP2	Creatinine	Liver_intensity_GROUP2	0.0165147415125146	0.135963671811413	0.0248779461767259	8.23286708474256	1.5064084507695	4.72806776962319e-06	2.64263339117422e-07	8.43851290237398e-08	3.13163399967164	intensity	GROUP2	1.35314786921198e-06	4.32079513690424e-07	0.00173791261624584
Creatinine_Liver_intensity_GROUP3	Creatinine	Liver_intensity_GROUP3	0.0173196185506879	0.0718393389358134	0.0260937349621383	4.14785918786648	1.50659986452773	0.0374847388197534	6.72459068754302e-08	8.38438616149401e-08	0.802037329629002	intensity	GROUP3	3.44335034817337e-07	4.29308047183513e-07	0.422512562590103
Creatinine_Liver_intensity_GROUP4	Creatinine	Liver_intensity_GROUP4	0.0103520137610824	0.0336939935860484	0.0145586084932368	3.25482503826632	1.40635521061311	0.111276065391164	3.25819856311057e-09	7.07185253622982e-08	0.0460727729603875	intensity	GROUP4	1.67179724956412e-08	3.62102024384527e-07	0.963175365347027
Eosino_count_Tcell_GROUP1_Shet1	Eosino_count	Tcell_GROUP1_Shet1	0.000917606794249239	0.0696901271112481	0.0127638501219291	75.9477017258429	13.9099341917713	1.79236679241487e-07	2.22984821062091e-06	4.37485920153754e-07	5.09695994293309	1-2	>0.1	1.18479647888547e-05	2.32457980953111e-06	3.45406524982474e-07
Eosino_count_Tcell_GROUP1_Shet2	Eosino_count	Tcell_GROUP1_Shet2	0.000860906410984844	0.0322972792070648	0.0131269569552717	37.5154358185322	15.2478327350995	0.0155937369210326	1.01418116230234e-06	4.84492214013369e-07	2.0932868123952	1-2	0.03-0.1	5.38914547120116e-06	2.57434757711673e-06	0.0363132457746193
Eosino_count_Tcell_GROUP1_Shet3	Eosino_count	Tcell_GROUP1_Shet3	0.000562642264700539	0.0222126361193412	0.00966525101028002	39.4791460097006	17.1783238065563	0.02653656012776	1.07977293687183e-06	5.44392630469745e-07	1.98344517621429	1-2	0.01-0.03	5.73728538112423e-06	2.89262821716124e-06	0.047320970063948
Eosino_count_Tcell_GROUP1_Shet4	Eosino_count	Tcell_GROUP1_Shet4	0.000913580731532241	0.0236969206125942	0.0082830986659042	25.9385074517171	9.06663021669901	0.00721501760923399	6.17599316408883e-07	3.2226716977593e-07	1.91642020761313	1-2	0.001-0.01	3.28163731131962e-06	1.71236540794862e-06	0.0553097263035147
Eosino_count_Tcell_GROUP1_Shet5	Eosino_count	Tcell_GROUP1_Shet5	0.000566165069577913	0.00485873884999237	0.00545290855536714	8.58184142941678	9.63130515881595	0.433441529236589	9.32139288134593e-08	3.16440019757777e-07	0.294570607361266	1-2	<0.001	4.95822844960657e-07	1.68140286800094e-06	0.768080658615392
Eosino_count_Tcell_GROUP2_Shet1	Eosino_count	Tcell_GROUP2_Shet1	0.00116520965134465	0.0465107071248084	0.00979312781400386	39.9161705115773	8.40460581724725	1.16016824168309e-05	1.02190355587448e-06	2.79570442974561e-07	3.65526321381357	3-8	>0.1	5.43008970367927e-06	1.48549650889778e-06	0.000256777404437971
Eosino_count_Tcell_GROUP2_Shet2	Eosino_count	Tcell_GROUP2_Shet2	0.00103486587088182	0.0250170164729642	0.0087860145937225	24.1741632194779	8.4900032370725	0.0091353619447551	5.24834288044529e-07	2.87053139102396e-07	1.82835237296364	3-8	0.03-0.1	2.78884161652831e-06	1.52525578694153e-06	0.0674832551471781
Eosino_count_Tcell_GROUP2_Shet3	Eosino_count	Tcell_GROUP2_Shet3	0.00065759024377642	0.00877357726795026	0.00552575063001633	13.342012523734	8.40303012751978	0.140983761073049	1.80875804514183e-07	2.70942781226719e-07	0.667579345333546	3-8	0.01-0.03	9.61246193241872e-07	1.43965346029075e-06	0.504329732046657
Eosino_count_Tcell_GROUP2_Shet4	Eosino_count	Tcell_GROUP2_Shet4	0.00104811832732527	0.0312906194122754	0.0145120102584853	29.8540905129738	13.8457747375899	0.0379401415014685	6.98789759124879e-07	4.01565874560838e-07	1.74016220847723	3-8	0.001-0.01	3.71309844186782e-06	2.13371878087586e-06	0.0818238217792941
Eosino_count_Tcell_GROUP2_Shet5	Eosino_count	Tcell_GROUP2_Shet5	0.000621523431936642	0.00931909659145465	0.00629226400141501	14.9939585743642	10.123936891339	0.167856148584027	2.42935231746904e-07	3.23075587748227e-07	0.751945491889731	3-8	<0.001	1.29065789312299e-06	1.71666093383755e-06	0.452146044845551
Eosino_count_Tcell_GROUP3_Shet1	Eosino_count	Tcell_GROUP3_Shet1	0.00102547172454216	0.0360713678530682	0.0123483330355305	35.1753900081185	12.0416124013986	0.00515981265948697	8.7556845156872e-07	4.08871313222786e-07	2.14142793405425	9-15	>0.1	4.65235654824903e-06	2.17253620203393e-06	0.0322385490220763
Eosino_count_Tcell_GROUP3_Shet2	Eosino_count	Tcell_GROUP3_Shet2	0.000961054721070181	0.0299162350741304	0.0128452893287659	31.1285449394778	13.3658251160371	0.0289438598920674	7.39718618438465e-07	4.52435521871684e-07	1.63497025029847	9-15	0.03-0.1	3.93024688769871e-06	2.40401446265507e-06	0.1020766721553
Eosino_count_Tcell_GROUP3_Shet3	Eosino_count	Tcell_GROUP3_Shet3	0.000604915923229023	0.00034159066388364	0.00450641050506001	0.564691142630597	7.44964768162313	0.953303798012865	-2.18730825755169e-07	2.51309620148825e-07	-0.870363918522644	9-15	0.01-0.03	-1.16216770430065e-06	1.33533273192787e-06	0.38412517527812
Eosino_count_Tcell_GROUP3_Shet4	Eosino_count	Tcell_GROUP3_Shet4	0.00101590982558929	0.00763083651327389	0.00645825086277259	7.51133252289156	6.3571103459172	0.305408131856998	2.26958727360622e-08	2.08205119140038e-07	0.109007275276441	9-15	0.001-0.01	1.20637521127322e-07	1.1062971261426e-06	0.913165829679782
Eosino_count_Tcell_GROUP3_Shet5	Eosino_count	Tcell_GROUP3_Shet5	0.000564823048672246	0.0144052663104385	0.00749484532882298	25.5040341294527	13.2693687809685	0.0663996529018058	5.90524679126891e-07	4.14988876456627e-07	1.42298917544266	9-15	<0.001	3.13773066257556e-06	2.20504185152299e-06	0.154741925682509
Eosino_count_Tcell_GROUP4_Shet1	Eosino_count	Tcell_GROUP4_Shet1	0.00109106299630659	0.0127387894642019	0.00982687438911608	11.6755764857983	9.00669752560714	0.232671613424466	9.35132574259902e-08	2.93516598273731e-07	0.318596147461413	16-18	>0.1	4.96900670046272e-07	1.55959935320792e-06	0.750023864386355
Eosino_count_Tcell_GROUP4_Shet2	Eosino_count	Tcell_GROUP4_Shet2	0.00116369987782577	0.00135057794378815	0.00685414577872151	1.16058957255503	5.8899600398065	0.978215150203807	-2.49083168900611e-07	1.99693568953415e-07	-1.24732694300595	16-18	0.03-0.1	-1.32338914912932e-06	1.06107103588424e-06	0.212316795947123
Eosino_count_Tcell_GROUP4_Shet3	Eosino_count	Tcell_GROUP4_Shet3	0.000714961637493648	-4.98392254143255e-05	0.00348625111689169	-0.0697089505236122	4.87613731152486	0.826133205431693	-2.60108584798355e-07	1.89245937354108e-07	-1.37444739070753	16-18	0.01-0.03	-1.38200983307991e-06	1.00555758424075e-06	0.169326333751429
Eosino_count_Tcell_GROUP4_Shet4	Eosino_count	Tcell_GROUP4_Shet4	0.00124505989523178	0.00315781465634672	0.00702144110327817	2.53627529763044	5.63944042384486	0.785770551676716	-1.87375737651568e-07	2.12233066164541e-07	-0.882877211538275	16-18	0.001-0.01	-9.95690421513174e-07	1.12769960767556e-06	0.377269011270533
Eosino_count_Tcell_GROUP4_Shet5	Eosino_count	Tcell_GROUP4_Shet5	0.000721671742021979	0.00279375103064233	0.00949859594512816	3.87122131568405	13.1619341482251	0.826206435863818	-1.26282034231303e-07	3.90840615335019e-07	-0.323103662404833	16-18	<0.001	-6.7124370641042e-07	2.07673015587151e-06	0.746527546696796
Eosino_count_Tcell_GROUP5_Shet1	Eosino_count	Tcell_GROUP5_Shet1	0.00261408897162448	0.0721609995529744	0.0154924185679582	27.6046455710845	5.92650775705264	1.74002769185076e-05	2.51225951201237e-07	2.19069056837256e-07	1.1467888474449	19	>0.1	1.33491540321343e-06	1.16402261868892e-06	0.251459223529926
Eosino_count_Tcell_GROUP5_Shet2	Eosino_count	Tcell_GROUP5_Shet2	0.00258993259532249	0.0605927997438687	0.0325130010223307	23.3955122435624	12.5536089553258	0.075624277749587	1.57528653904579e-07	3.45798094215822e-07	0.45555096034237	19	0.03-0.1	8.37082846789438e-07	1.83739688743795e-06	0.648691412105622
Eosino_count_Tcell_GROUP5_Shet3	Eosino_count	Tcell_GROUP5_Shet3	0.00205245322260319	0.0215897501264774	0.0134509028394185	10.5189974069638	6.55357339757459	0.143264615060698	-2.74517524066275e-07	2.5920156897073e-07	-1.05908897525722	19	0.01-0.03	-1.45867902191578e-06	1.37726657263937e-06	0.289548951550353
Eosino_count_Tcell_GROUP5_Shet4	Eosino_count	Tcell_GROUP5_Shet4	0.0036875379435442	0.0165733325106638	0.0104223632421337	4.49441680720299	2.82637450833021	0.213971697561211	-4.53007467975637e-07	1.61266950900965e-07	-2.80905334567795	19	0.001-0.01	-2.40704923308063e-06	8.56891343788335e-07	0.00496881804478622
Eosino_count_Tcell_GROUP5_Shet5	Eosino_count	Tcell_GROUP5_Shet5	0.00197428050484813	0.0164588231906935	0.0135767073379651	8.33661840365465	6.87678741932845	0.286881877693637	-2.91419187895185e-07	2.8798349100602e-07	-1.01193018696024	19	<0.001	-1.54835335263732e-06	1.53019920832104e-06	0.311603127649024
