ID	TRAIT	ANNOT	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z.score	BIN	tau	tau_se	tau_p
Creatinine_liver_specificity_GROUP2	Creatinine	liver_specificity_GROUP2	L2_1	0.000223110975567	0.00345989684770444	0.00403315598949215	15.5075152126052	18.076905357267	0.423033521449156	2.68978380844925e-07	8.05109092358766e-07	0.334089359315129	specificity_GROUP2	0.13878447170337	0.415418377718649	0.738316466808636
Creatinine_liver_specificity_GROUP3	Creatinine	liver_specificity_GROUP3	L2_2	0.000217407386717918	-0.00146513366846352	0.00305854278789839	-6.73911632250334	14.0682560701895	0.583076344356902	-3.80348619484998e-07	7.13853384273985e-07	-0.532810557271261	specificity_GROUP3	-0.18896871484498	0.35465871754756	0.594159247844871
Creatinine_liver_specificity_GROUP4	Creatinine	liver_specificity_GROUP4	L2_3	0.000169262386727145	0.00274170674479291	0.00296007782500429	16.1979681239672	17.4881016523536	0.382134493471619	5.52507002316473e-07	7.67034100356701e-07	0.720316087719614	specificity_GROUP4	0.24035517337999	0.333675013402123	0.471323588606376
Creatinine_liver_specificity_GROUP5	Creatinine	liver_specificity_GROUP5	L2_4	0.000239886236887827	0.0214843608605982	0.0049979415120622	89.5606231492328	20.8346321860861	3.74674275565916e-05	3.07664720219774e-06	1.04618785478608e-06	2.9408171659829	specificity_GROUP5	1.57181924395873	0.534493970647619	0.0032740660876132
Creatinine_liver_TPM_GROUP1	Creatinine	liver_TPM_GROUP1	L2_5	0.000231163101000997	0.0134338620949256	0.0043681183905819	58.1142147546625	18.896261434748	0.00259162356424972	-3.06055077166972e-07	9.04293058273388e-07	-0.338446783779739	TPM_GROUP1	-0.150650892894597	0.44517290576711	0.735054358036409
Creatinine_liver_TPM_GROUP2	Creatinine	liver_TPM_GROUP2	L2_6	0.000215058850133003	-0.000316955139145133	0.00300192643431627	-1.47380653690426	13.9586277544948	0.859603334770753	-1.17659289021919e-06	6.77319031083287e-07	-1.73713248295619	TPM_GROUP2	-0.575715554038294	0.331438153024268	0.0823831862172061
Creatinine_liver_TPM_GROUP3	Creatinine	liver_TPM_GROUP3	L2_7	0.000202141898915966	0.00637751726832906	0.00402014598304803	31.5497049475147	19.8877422474362	0.127426167109438	3.94150351265465e-07	8.65296439052439e-07	0.455509041152518	TPM_GROUP3	0.189710888073636	0.416349718190219	0.648639714664346
Creatinine_liver_TPM_GROUP4	Creatinine	liver_TPM_GROUP4	L2_8	0.000188386184632888	0.00510284844450717	0.00357451767659793	27.0871691278806	18.9744151545065	0.169856954885293	2.28487544476866e-07	8.59155253443381e-07	0.265944418731211	TPM_GROUP4	0.108732827044667	0.408791518537457	0.790249979478288
Eosino_count_Tcells_specificity_GROUP1	Eosino_count	Tcells_specificity_GROUP1	L2_0	0.000162552282198814	0.00137125943064024	0.00340911254287873	8.43580546573371	20.9724065190861	0.722730810404837	2.45862345416484e-07	9.04235077453365e-07	0.271900915532846	specificity_GROUP1	0.10832102787832	0.398660199249856	0.785842957059815
Eosino_count_Tcells_specificity_GROUP2	Eosino_count	Tcells_specificity_GROUP2	L2_1	0.000127491986038286	0.00535831809384805	0.00312428747451404	42.0286659605331	24.5057557859034	0.0927891108174005	1.52651036003263e-06	9.97657896189199e-07	1.53009399901862	specificity_GROUP2	0.603750053828641	0.394528275795449	0.125940335208636
Eosino_count_Tcells_specificity_GROUP3	Eosino_count	Tcells_specificity_GROUP3	L2_2	0.000182011585330973	0.00354747114497895	0.00431999965740697	19.4903590259277	23.7347510025332	0.435665685100342	7.23283287451896e-07	1.26435049077921e-06	0.572059166130541	specificity_GROUP3	0.340101761348714	0.59451167837162	0.567275161447992
Eosino_count_Tcells_specificity_GROUP4	Eosino_count	Tcells_specificity_GROUP4	L2_3	0.000271926986010606	0.010030347588315	0.00566849348955476	36.8861793949489	20.8456452694021	0.0829100523786912	1.21535545753114e-06	9.44278245616862e-07	1.287073448078	specificity_GROUP4	0.712670073159737	0.553708705280455	0.198064723359559
Eosino_count_Tcells_specificity_GROUP5	Eosino_count	Tcells_specificity_GROUP5	L2_4	0.000431459721171671	0.0457204140822413	0.0164010167713774	105.966818775303	38.0128572067835	0.00562450187876692	3.59604750883169e-06	1.27020589849709e-06	2.83107448413407	specificity_GROUP5	2.57273573914606	0.908726965707276	0.00463820188446165
Eosino_count_Tcells_TPM_GROUP1	Eosino_count	Tcells_TPM_GROUP1	L2_5	0.000261694076604902	0.0127623726841674	0.00620702512745504	48.768290248448	23.7186305780479	0.0403700705870211	-1.56307872082016e-06	1.18354945548447e-06	-1.32067038988273	TPM_GROUP1	-0.861746257240844	0.652455364635442	0.186576641738103
Eosino_count_Tcells_TPM_GROUP2	Eosino_count	Tcells_TPM_GROUP2	L2_6	0.000225627264765124	0.0323406723908754	0.0173832121355951	143.3367214044	77.043934179191	0.0651170713732452	2.29126817504154e-06	2.46282567605456e-06	0.930341191956447	TPM_GROUP2	1.21428050475494	1.30531812995721	0.35223836210713
Eosino_count_Tcells_TPM_GROUP3	Eosino_count	Tcells_TPM_GROUP3	L2_7	0.000217575139331127	0.00638616438922285	0.00287354677325365	29.351535330991	13.2071466532783	0.0309354305845532	-1.13441400129133e-06	7.86169680301199e-07	-1.44296330641587	TPM_GROUP3	-0.591623682092287	0.409947023556743	0.148972288658793
Eosino_count_Tcells_TPM_GROUP4	Eosino_count	Tcells_TPM_GROUP4	L2_8	0.000229653327482122	0.0023221389066688	0.00402296169045274	10.1114968902402	17.5175414811524	0.602334040667862	-1.48338537082001e-06	1.041397030166e-06	-1.42441866824179	TPM_GROUP4	-0.77799162747261	0.546149130511794	0.154300624575219
Glucose_pancreas_specificity_GROUP1	Glucose	pancreas_specificity_GROUP1	L2_0	0.000251293414585989	-0.00201203028721419	0.0078403594301373	-8.00669723291018	31.2000194794378	0.771102998607199	-2.87908014440306e-07	3.98672859107088e-07	-0.722166076429524	specificity_GROUP1	-0.489364419623081	0.677829867275821	0.470320550230913
Glucose_pancreas_specificity_GROUP2	Glucose	pancreas_specificity_GROUP2	L2_1	0.000271423728170982	0.00376631848951696	0.0069389316789107	13.8761578248767	25.5649413029194	0.612395568097496	-1.06082779342371e-07	4.825536267402e-07	-0.219836249204038	specificity_GROUP2	-0.189543031778372	0.862280407315629	0.826014456593264
Glucose_pancreas_specificity_GROUP3	Glucose	pancreas_specificity_GROUP3	L2_2	0.000211368292642421	0.00889600394772694	0.00677974538869868	42.0876936484349	32.075508128214	0.198621653854137	1.55709833620936e-07	4.73193978687025e-07	0.329061316572508	specificity_GROUP3	0.249681437437401	0.758337887689386	0.741968040888549
Glucose_pancreas_specificity_GROUP4	Glucose	pancreas_specificity_GROUP4	L2_3	0.000140576689868531	0.0228974683627023	0.0225273747902366	162.882398099688	160.249717156554	0.31084586734381	1.4877438994882e-06	1.55499354761887e-06	0.956752458404957	specificity_GROUP4	1.92761849904277	2.01471407089258	0.338683227856706
Glucose_pancreas_specificity_GROUP5	Glucose	pancreas_specificity_GROUP5	L2_4	8.70636062550923e-05	0.042750776840603	0.0230915749698951	491.029244933241	265.226493171416	0.0556547356817052	5.22710305667877e-06	2.75585386353504e-06	1.89672722702857	specificity_GROUP5	5.25277978422776	2.76907899629575	0.0578357109320194
Glucose_pancreas_TPM_GROUP1	Glucose	pancreas_TPM_GROUP1	L2_5	0.00020952301389713	0.00890902077845331	0.0137484530106617	42.520487906056	65.6178658131172	0.52797786761964	-9.21836169775903e-07	9.1568951237119e-07	-1.00671259998249	TPM_GROUP1	-1.41665595215917	1.40700586722412	0.314002731230402
Glucose_pancreas_TPM_GROUP2	Glucose	pancreas_TPM_GROUP2	L2_6	0.000186876411114013	0.0276375087330242	0.0196690356662616	147.891906572214	105.251570002923	0.157164274394015	7.83094338779653e-07	9.25796795555176e-07	0.845859850173765	TPM_GROUP2	1.17569445073794	1.38982027078772	0.397590274565434
Glucose_pancreas_TPM_GROUP3	Glucose	pancreas_TPM_GROUP3	L2_7	0.000193083257802719	0.0101980315757555	0.00649263524771529	52.8167573502164	33.626091260326	0.124119054590409	-3.63176338701963e-08	6.29634995852097e-07	-0.0576804563111155	TPM_GROUP3	-0.0544720614522429	0.942259453279466	0.953899936761641
Glucose_pancreas_TPM_GROUP4	Glucose	pancreas_TPM_GROUP4	L2_8	0.000188721689859304	0.0247397171438257	0.0246327071375056	131.091011119441	130.523985641872	0.317571121606565	9.245349768393e-07	1.23628934156165e-06	0.74783058120638	TPM_GROUP4	1.3828924975333	1.84935855005254	0.454599665466799
Heel_BMD_bone_specificity_GROUP1	Heel_BMD	bone_specificity_GROUP1	L2_0	0.000242738031312367	-0.00043955328381697	0.00241261604361905	-1.81081341658955	9.93917611745965	0.777378300554276	-5.79935149032401e-07	7.536644343331e-07	-0.769487218201522	specificity_GROUP1	-0.220731445146281	0.286834327228285	0.441570828412523
Heel_BMD_bone_specificity_GROUP2	Heel_BMD	bone_specificity_GROUP2	L2_1	0.000120446376283538	0.00423926141601215	0.00278819862707359	35.1962553529437	23.1488793030186	0.136567977756705	1.02720802983863e-06	1.07662215350923e-06	0.954102631541126	specificity_GROUP2	0.285783821724826	0.299501008229452	0.339982482807814
Heel_BMD_bone_specificity_GROUP3	Heel_BMD	bone_specificity_GROUP3	L2_2	0.000104342125415544	0.00358607039309875	0.00457400701126173	34.3683855280613	43.8366287158295	0.444463835123795	8.81840953381085e-07	1.90788952564072e-06	0.462207555274953	specificity_GROUP3	0.227074691983755	0.491278754589321	0.643929654388137
Heel_BMD_bone_specificity_GROUP4	Heel_BMD	bone_specificity_GROUP4	L2_3	9.64577525947555e-05	0.00265988552202057	0.00231193671598346	27.5756530757611	23.9683867163744	0.268230582073704	5.20953980879238e-07	1.19814736640655e-06	0.434799587668142	specificity_GROUP4	0.12922853326825	0.297198200356176	0.663691103792676
Heel_BMD_bone_specificity_GROUP5	Heel_BMD	bone_specificity_GROUP5	L2_4	0.000106187404160835	0.00714866924200868	0.00214609535328295	67.3212543286307	20.2104512323552	0.00123028460352334	1.99862045764011e-06	1.09274418840633e-06	1.82899207229363	specificity_GROUP5	0.516302902697643	0.28231712104185	0.0674288574611563
Heel_BMD_bone_TPM_GROUP1	Heel_BMD	bone_TPM_GROUP1	L2_5	0.000156345435510108	0.00779793597786675	0.00294656160859724	49.8763264333521	18.8464831031587	0.00958900052492058	1.05804239753319e-06	1.10623122971319e-06	0.956438734610219	TPM_GROUP1	0.316896468479015	0.331311085043795	0.338823623436965
Heel_BMD_bone_TPM_GROUP2	Heel_BMD	bone_TPM_GROUP2	L2_6	0.00013000827523641	0.00583102200093745	0.00311106740392508	44.8511603614016	23.9297644574382	0.0645521262546113	1.12188955194821e-06	1.30490455223317e-06	0.859748362459339	TPM_GROUP2	0.322284007445732	0.374825439209126	0.389885921847866
Heel_BMD_bone_TPM_GROUP3	Heel_BMD	bone_TPM_GROUP3	L2_7	0.000127324233425077	0.00152036911607073	0.00398464923965034	11.9409249533427	31.2952933817981	0.726408515623856	-2.22242243272756e-07	1.43134662317593e-06	-0.155267941164129	TPM_GROUP3	-0.0628986518048025	0.405088362979458	0.876607333297396
Heel_BMD_bone_TPM_GROUP4	Heel_BMD	bone_TPM_GROUP4	L2_8	0.000135376358859074	0.000782994939663139	0.00249223763492407	5.78383808119873	18.409696167988	0.794950734726489	-3.99133416369605e-07	9.9850279945706e-07	-0.399731895180099	TPM_GROUP4	-0.117383902561931	0.293748404371858	0.689446040139646
Height_bone_specificity_GROUP1	Height	bone_specificity_GROUP1	L2_0	0.000242738031312367	0.0113897422809606	0.0045612503276462	46.9219521118375	18.7908351360754	0.0146210675389213	3.34043127696658e-06	1.70180974390692e-06	1.96286999115295	specificity_GROUP1	0.767175624666137	0.390852166426757	0.0496661487049033
Height_bone_specificity_GROUP2	Height	bone_specificity_GROUP2	L2_1	0.000120446376283538	0.00424038942232225	0.0019832546581096	35.2056205687759	16.4658723600028	0.0376941026849479	2.52529741805499e-06	2.03073667587491e-06	1.24353760290807	specificity_GROUP2	0.424000169066934	0.340907851143516	0.213595875835358
Height_bone_specificity_GROUP3	Height	bone_specificity_GROUP3	L2_2	0.000104342125415544	0.00725685296264529	0.00383954458310635	69.5486404340026	36.7976458962792	0.0610694552674406	5.10189702318869e-06	2.98874145815845e-06	1.70703859621645	specificity_GROUP3	0.792710782976788	0.464420649668534	0.0878441729734541
Height_bone_specificity_GROUP4	Height	bone_specificity_GROUP4	L2_3	9.64577525947555e-05	0.00616881297999004	0.00273604637928117	63.9535217651904	28.3652304317728	0.0284283977209375	4.63597240265481e-06	2.89917938470471e-06	1.59906366163921	specificity_GROUP4	0.694054238868564	0.433969731784581	0.109750660333434
Height_bone_specificity_GROUP5	Height	bone_specificity_GROUP5	L2_4	0.000106187404160835	0.0233559998023441	0.0132419708681601	219.950755806859	124.703781703745	0.0790885662738061	1.56898013398554e-05	7.29545466867383e-06	2.15062693860964	specificity_GROUP5	2.4456931848497	1.13741640675373	0.0315379782332571
Height_bone_TPM_GROUP1	Height	bone_TPM_GROUP1	L2_5	0.000156345435510108	0.0214001255654811	0.0153288547499283	136.877200768023	98.0447858929483	0.166395474896946	1.39023076402565e-06	5.74023741602689e-06	0.242190464133782	TPM_GROUP1	0.250992389937633	1.037452738168	0.808833321613529
Height_bone_TPM_GROUP2	Height	bone_TPM_GROUP2	L2_6	0.00013000827523641	0.0070264603754305	0.00294740775404166	54.0462548453431	22.6709242060325	0.0199904752231117	-2.16175294038894e-06	2.47183102550275e-06	-0.874555306606874	TPM_GROUP2	-0.374646113986445	0.428467125032442	0.38190749654988
Height_bone_TPM_GROUP3	Height	bone_TPM_GROUP3	L2_7	0.000127324233425077	0.00962085646832173	0.00501572582921964	75.5618644582928	39.3933322376616	0.05875717583205	3.08571282570211e-07	3.1378588780451e-06	0.0983381645137756	TPM_GROUP3	0.0527448672358568	0.535903719557828	0.921596981766317
Height_bone_TPM_GROUP4	Height	bone_TPM_GROUP4	L2_8	0.000135376358859074	0.00699547401285816	0.00401512268096708	51.6742662590032	29.6589649389728	0.0862041087098825	-1.46100602944636e-06	2.56873362519795e-06	-0.568765096978001	TPM_GROUP4	-0.259352252734108	0.45603031550549	0.569548120118353
Lymph_count_Tcells_specificity_GROUP1	Lymph_count	Tcells_specificity_GROUP1	L2_0	0.000162552282198814	0.00433674920355907	0.00391024177160168	26.6791037621661	24.0552868203915	0.278669539956926	5.3769454792925e-07	8.65890294254968e-07	0.620973062634793	specificity_GROUP1	0.231597971953451	0.372562867429493	0.53418215925917
Lymph_count_Tcells_specificity_GROUP2	Lymph_count	Tcells_specificity_GROUP2	L2_1	0.000127491986038286	0.00969801061911615	0.0048723658013868	76.0676095845261	38.2170358529331	0.0545116586184193	2.12216835082828e-06	1.40846112217143e-06	1.50672838420738	specificity_GROUP2	0.818725444224361	0.543571302773762	0.132016619411656
Lymph_count_Tcells_specificity_GROUP3	Lymph_count	Tcells_specificity_GROUP3	L2_2	0.000182011585330973	0.0030145626238207	0.00368792891638616	16.5624766046566	20.2620558997932	0.441161980475783	1.55018809032667e-07	9.15848212982301e-07	0.169262555558061	specificity_GROUP3	0.0710664778082667	0.420273084787161	0.865721168101395
Lymph_count_Tcells_specificity_GROUP4	Lymph_count	Tcells_specificity_GROUP4	L2_3	0.000271926986010606	0.00594708108499544	0.00393952520339425	21.870139379118	14.4874374595561	0.155320092843847	3.86730611210193e-07	7.05839696619599e-07	0.547901475451608	specificity_GROUP4	0.221039641282648	0.403926748117706	0.584222757100523
Lymph_count_Tcells_specificity_GROUP5	Lymph_count	Tcells_specificity_GROUP5	L2_4	0.000431459721171671	0.0387632597689527	0.0111712835138288	89.8421286318157	25.8918340824309	0.000890328525551575	2.48098728848501e-06	9.79568954928592e-07	2.53273368454788	specificity_GROUP5	1.73182229932185	0.683926560228054	0.0113357134952394
Lymph_count_Tcells_TPM_GROUP1	Lymph_count	Tcells_TPM_GROUP1	L2_5	0.000261694076604902	0.0214738314673568	0.00743356208176852	82.0570023821263	28.4055419908931	0.00544034021740142	4.58163608544071e-07	7.99475130481303e-07	0.573080501288696	TPM_GROUP1	0.246721441756847	0.430114933698517	0.566226684548665
Lymph_count_Tcells_TPM_GROUP2	Lymph_count	Tcells_TPM_GROUP2	L2_6	0.000225627264765124	0.0104283546570481	0.00503354614259886	46.2193904974379	22.3091218512033	0.0452767060108726	-1.15019397162775e-07	1.00013633056323e-06	-0.115003718641039	TPM_GROUP2	-0.0592976093195841	0.517317377996072	0.908742202497358
Lymph_count_Tcells_TPM_GROUP3	Lymph_count	Tcells_TPM_GROUP3	L2_7	0.000217575139331127	0.00697895436630372	0.00541411888865752	32.0760652515657	24.8839040402396	0.210250877988611	-4.63867603108691e-07	7.48757709893083e-07	-0.619516296099212	TPM_GROUP3	-0.235466772710592	0.381037677045112	0.536600443712871
Lymph_count_Tcells_TPM_GROUP4	Lymph_count	Tcells_TPM_GROUP4	L2_8	0.000229653327482122	0.0133275395586751	0.00478552989919571	58.0332961198337	20.8380603567272	0.00809056305587695	5.52575288757208e-07	7.68518536141822e-07	0.719013612256238	TPM_GROUP4	0.283043535989546	0.393336659643335	0.471773698738423
MCV_Erythroidcells_specificity_GROUP1	MCV	Erythroidcells_specificity_GROUP1	L2_0	0.000182514843170598	-0.00453816054699678	0.00343100455332398	-24.8646108347195	18.7984960221399	0.169464379671184	-3.50945595919057e-06	1.07302125113814e-06	-3.27063043296499	specificity_GROUP1	-1.54718794476429	0.473032692528	0.0010724964696122
MCV_Erythroidcells_specificity_GROUP2	MCV	Erythroidcells_specificity_GROUP2	L2_1	0.000152990383245943	0.0120343171645708	0.00661995977950646	78.6606119237237	43.2704307228541	0.0744783281771209	-2.52305821987914e-07	1.28542110593585e-06	-0.19628261961999	specificity_GROUP2	-0.102224367041867	0.520913426148071	0.844421845975906
MCV_Erythroidcells_specificity_GROUP3	MCV	Erythroidcells_specificity_GROUP3	L2_2	0.000175636986029059	0.0153702801611868	0.00572974024016231	87.5116369774405	32.6226290356311	0.00914434003718506	-6.02871096486744e-07	1.24756489115443e-06	-0.483238267412993	specificity_GROUP3	-0.265076143451722	0.548333098108421	0.628796311053235
MCV_Erythroidcells_specificity_GROUP4	MCV	Erythroidcells_specificity_GROUP4	L2_3	0.00023569242155762	0.0262039451170425	0.0125228340478257	111.178564604957	53.1321031243433	0.0376505098401349	3.34096150010167e-07	1.42834969151422e-06	0.233903610575912	specificity_GROUP4	0.174803877803786	0.747878912282906	0.815192374918767
MCV_Erythroidcells_specificity_GROUP5	MCV	Erythroidcells_specificity_GROUP5	L2_4	0.000278469337925729	0.0395852075171687	0.0122247057595845	142.152840998698	43.8996474464451	0.00165300591977949	7.46104915437196e-07	1.28237769717715e-06	0.581813702062636	specificity_GROUP5	0.41096951525594	0.705896143494782	0.560435045098192
MCV_Erythroidcells_TPM_GROUP1	MCV	Erythroidcells_TPM_GROUP1	L2_5	0.000233847142812329	0.0440961352686118	0.0131015680818973	188.568202024177	56.0262055132818	0.0012191224824981	6.096066261957e-06	1.83503129982253e-06	3.32205029012125	TPM_GROUP1	2.98454147116838	0.898208429151418	0.000891278542444165
MCV_Erythroidcells_TPM_GROUP2	MCV	Erythroidcells_TPM_GROUP2	L2_6	0.000191237979057428	0.0208616373568782	0.0105673075236928	109.087313407624	55.2573687286219	0.0495013078473694	3.55090816207763e-06	1.8601824177801e-06	1.90890319580335	TPM_GROUP2	1.6571092157185	0.868069979353765	0.0562674974487048
MCV_Erythroidcells_TPM_GROUP3	MCV	Erythroidcells_TPM_GROUP3	L2_7	0.000201974146302758	0.012401511614808	0.00852613910513774	61.4014805450308	42.2140123437241	0.152263464572628	2.38823797683834e-06	1.67562387410124e-06	1.42528285359942	TPM_GROUP3	1.12157769237095	0.78688069947092	0.154057049598509
MCV_Erythroidcells_TPM_GROUP4	MCV	Erythroidcells_TPM_GROUP4	L2_8	0.00019006371076497	0.0154659327209323	0.00666414317511208	81.3723601348457	35.0626805521694	0.0221441330012467	3.22108388976061e-06	1.39201871772348e-06	2.31396593217395	TPM_GROUP4	1.5140540996095	0.654356791695349	0.0206784140076025
Reticulo_percentage_Erythroidcells_specificity_GROUP1	Reticulo_percentage	Erythroidcells_specificity_GROUP1	L2_0	0.000182514843170598	0.00521370107633899	0.00534679390744197	28.565901741294	29.295118219203	0.346061896438605	-7.56819699020516e-07	1.03732834855563e-06	-0.729585477996731	specificity_GROUP1	-0.357825135206299	0.490453082746206	0.465646483350815
Reticulo_percentage_Erythroidcells_specificity_GROUP2	Reticulo_percentage	Erythroidcells_specificity_GROUP2	L2_1	0.000152990383245943	0.0154507424312974	0.00580380512075162	100.991592435319	37.9357512388318	0.00887301433318459	1.24531609998366e-06	1.02077855230985e-06	1.21996695283783	specificity_GROUP2	0.541240564621005	0.443659769626216	0.222485685211065
Reticulo_percentage_Erythroidcells_specificity_GROUP3	Reticulo_percentage	Erythroidcells_specificity_GROUP3	L2_2	0.000175636986029059	0.0135648593543509	0.00513098256752989	77.2323623915216	29.2135653402807	0.0105716473662132	-1.44190176680255e-07	1.00268935116263e-06	-0.143803438735102	specificity_GROUP3	-0.0679665906762315	0.472657014810146	0.885660888997043
Reticulo_percentage_Erythroidcells_specificity_GROUP4	Reticulo_percentage	Erythroidcells_specificity_GROUP4	L2_3	0.00023569242155762	0.0202472597913822	0.00673357591133109	85.905434114403	28.5693356911136	0.00332781047195074	3.42559709080905e-07	1.08473849889794e-06	0.315799346505111	specificity_GROUP4	0.192276799771439	0.609144300103798	0.752267681616066
Reticulo_percentage_Erythroidcells_specificity_GROUP5	Reticulo_percentage	Erythroidcells_specificity_GROUP5	L2_4	0.000278469337925729	0.0260367793599938	0.0101909262528685	93.499627477615	36.5962239461585	0.014256059614822	-1.15930132915519e-07	1.05095591577871e-06	-0.110309225320474	specificity_GROUP5	-0.0679862445213405	0.620451359282306	0.912746071709443
Reticulo_percentage_Erythroidcells_TPM_GROUP1	Reticulo_percentage	Erythroidcells_TPM_GROUP1	L2_5	0.000233847142812329	0.045280899520787	0.0138566970741091	193.634606676065	59.255361889239	0.00179913210030272	5.70006235289124e-06	2.01660909559339e-06	2.82655789133688	TPM_GROUP1	2.99283148222551	1.0586533104267	0.00469837536609106
Reticulo_percentage_Erythroidcells_TPM_GROUP2	Reticulo_percentage	Erythroidcells_TPM_GROUP2	L2_6	0.000191237979057428	0.0144881918639893	0.00558259272004978	75.7600134418829	29.1918621372449	0.0116957868326175	1.98191370752912e-06	1.06805154634438e-06	1.85563488420817	TPM_GROUP2	0.991867327586042	0.534551808735549	0.0635231387217663
Reticulo_percentage_Erythroidcells_TPM_GROUP3	Reticulo_percentage	Erythroidcells_TPM_GROUP3	L2_7	0.000201974146302758	0.0122274343828512	0.00647369798989005	60.5396017593381	32.0521121559095	0.0634840581634049	1.53023133221932e-06	9.2227636117331e-07	1.65918958420725	TPM_GROUP3	0.770580145126622	0.464506525257759	0.0971314886264241
Reticulo_percentage_Erythroidcells_TPM_GROUP4	Reticulo_percentage	Erythroidcells_TPM_GROUP4	L2_8	0.00019006371076497	0.0059015474753828	0.00319002963972678	31.0503643837648	16.7840016744255	0.0731704838401178	6.2846272653544e-07	8.19188407713434e-07	0.767177270354255	TPM_GROUP4	0.316736719985743	0.413001591856345	0.443132624541938
